
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
warden_contraband_desc                  Saphara Acknova are o reputație excelentă și un dosar curat ca lacrima. Dar în spatele scenei, afacerile murdare și șpaga nu sunt concepte străine pentru ea.\n\n – Primește o parte mică din valoarea de vânzare a mărfurilor de contrabandă găsite\n – Deţinuţii prinși cu marfă de contrabandă vor fi 'amendați' direct din economiile lor
warden_contraband_desc_short            – Primește o parte mică din valoarea de vânzare a mărfurilor de contrabandă găsite\n – Deţinuţii prinși cu marfă de contrabandă vor fi 'amendați' direct din economiile lor
buildtoolbar_wardenlobbyist             Lobbyist-ul
buildtoolbar_tooltip_wardenlobbyist     Primești mai puțini deţinuţi violenți în închisoarea ta
interfacetopbar_tension_calmingwarden   - Directorul tău are un efect calmant asupra deţinuţilor
warden_consultingfee                    Taxă De Consultație

# =============================================================================
# Crime names
# =============================================================================

crime_bribery                     Mită
crime_aggravatedburglary          Spargere Agravată
crime_burglary                    Spargere
crime_arson                       Incendiere
crime_criminaldamage              Pagube Penale
crime_vandalism                   Vandalism
crime_possession                  Posesie
crime_possessionintenttosupply    Posesie Cu Intenția De A Vinde
crime_forgery                     Falsificare
crime_fraud                       Fraudă
crime_counterfeightingcurrency    Falsificare Bani
crime_falseaccounting             Contibilitate Falsă
crime_insidertrading              Vânzare Internă
crime_moneylaundering             Spălare De Bani
crime_aggravatedvehicletheft      Furt Agravat Al Unui Vehicul
crime_joyriding                   Călătorie De Plăcere Cu Un Vehicul Furat
crime_dangerousdriving            Conducere Inprudentă
crime_deathbydangerousdriving     Ucidere Prin Conducere Inprudentă
crime_drivingunderinfluence       Conducere Sub Influența
crime_kidnapping                  Răpire
crime_falseimprisonment           Luare De Libertate
crime_torture                     Tortură
crime_assault                     Vătămare Corporală
crime_aggravatedassault           Vătămare Corporală Gravă
crime_assaultinganofficer         Ultraj
crime_greviousbodilyharm          Vătămare Corporală Gravă
crime_murder                      Crimă
crime_attemptedmurder             Tentativă De Omor
crime_manslaughter                Ucidere Din Culpă
crime_pervertingcourseofjustice   Pervertind Cursul Justiției
crime_contemptofcourt             Sfidarea Curții
crime_drunkdisorderlybehaviour    Comportament Neadecvat Sub Influență
crime_escapingfromlawfulcustody   Fugă Din Custodia Poliției
crime_perjury                     Sperjur
crime_rioting                     Tulburarea Liniștii Publice
crime_espionage                   Spionaj
crime_violentdisorder             Tulburare Violentă
crime_trafficking                 Trafic
crime_armedrobbery                Jaf Armat
crime_robbery                     Jaf
crime_carjacking                  Jaf Auto
crime_blackmail                   Șantaj
crime_handlingstolengoods         Posesie Marfă Furată
crime_videogamepiracy             Piratat Jocuri Video
crime_indievideogamepiracy        Piratat Jocuri Video Indie
crime_shoplifting                 Furt Din Magazin
crime_pickpocketing               Furt Din Buzunar
crime_cartheft                    Furt Auto
crime_rape                        Viol
crime_grossindecency              Expunere Indecentă
crime_voyeurism                   Voyeurism

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight                  Ucis în lupta cu *X
causeofdeath_fight_weapon           Ucis de *X cu *W
causeofdeath_fight_prisoner         Asasinat de *X
causeofdeath_fight_prisoner_weapon  Asasinat de *X cu *W
causeofdeath_fight_actor            Ucis cu *W
causeofdeath_gang                   Ucis de un membru al unei găşti rivale
causeofdeath_gang_weapon            Ucis de un membru al unei găşti rivale cu *W
causeofdeath_fire                   Mort într-un incendiu
causeofdeath_escaping               Ucis de *X când încerca să evadeze
causeofdeath_escaping_weapon        Ucis de *X cu *W când încerca să evadeze
causeofdeath_mauled                 Sfâşiat de un câine de pază
causeofdeath_snitch                 Ucis pentru că era turnător
causeofdeath_exlaw                  Ucis pentru că era fost poliţist
causeofdeath_copkiller              Ucis de paznici pentru că era ucigaş de poliţişti
causeofdeath_explosion              Ucis într-o explozie
causeofdeath_electrocution          Ucis prin electrocutare
causeofdeath_starvation             Mort prin înfometare
causeofdeath_virus                  Mort în urma unei infecţii
causeofdeath_overdosed              Supradoză
causeofdeath_bledout                Mort în urma unei hemoragii
causeofdeath_riot                   Ucis în timpul unei revolte
causeofdeath_executed               Executat pe scaunul electric
causeofdeath_unknown_1				Cauza morții: necunoscută
causeofdeath_unknown_2 				Deblochează inteligența pentru influențare


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc                     Mutatoarele modifică modul de joc, adăugând noi provocări sau stiluri de joc, dar nu sunt neapărat echilibrate.
mutators_random                         Aleatoriu

mutator_name_bigheads                   Mod Cap mare
mutator_name_moreviolentprisoners       Deținuți mai violenți
mutator_name_noviolentprisoners         Fără deținuți violenți
mutator_name_fastwalking                Mers rapid
mutator_name_biggerfights               Încăierări mai mari
mutator_name_morevolatileprisoners      Deținuți instabili
mutator_name_endlesswinter              Iarnă nesfârșită
mutator_name_norevealedreps             Reputația nu este dezvăluită
mutator_name_allrepsrevealed            Toate reputațiile sunt dezvăluite
mutator_name_indestructabletrees        Zonă de conservare a naturii
mutator_name_alllegendary               Închisoare de maximă securitate
mutator_name_slowdeliveries             Livrări lente
mutator_name_fastdeliveries             Livrări rapide
mutator_name_extremelyneedyprisoners    Deținuți cu nevoi
mutator_name_slowtime                   Timp lent
mutator_name_burnthedead                Incendiere decedat
mutator_name_gangwarfare                Război între bande
mutator_name_massescapes                Scoate-mă de aici!
mutator_name_notunnels                  Fără tuneluri
mutator_name_morecontraband             Mai multă contrabandă
mutator_name_nocontrabandlimits         Fără limite de contrabandă
mutator_name_highdanger                 Zonă periculoasă
mutator_name_superdrugs                 Cele mai tari chestii!
mutator_name_weirdreputations           Reputații suplimentare
mutator_name_nopausing                  Fără pauză
mutator_name_norelease                  Fără eliberare
mutator_name_fastrelease                Sentințe scurte
mutator_name_acidrain                   Ploaie acidă
mutator_name_permanentday               Zi permanentă
mutator_name_permanentnight             Noapte permanentă
mutator_name_spreadingtrees             Creștere natură sălbatică
mutator_name_contrabanddetectors        Scanere de contrabandă
mutator_name_superguards                Super-gardieni
mutator_name_oldschoolintake            Acces de modă veche
mutator_name_noclipstaff                Personal spectral

mutator_tooltip_bigheads                Dă-le deținuților tăi capete mari!
mutator_tooltip_moreviolentprisoners    Mărește considerabil numărul de deținuți cu tendințe violente pe care îi vei primi.
mutator_tooltip_noviolentprisoners      Primește doar deținuți care nu au tendințe violente.
mutator_tooltip_fastwalking             Toți din închisoare merg de două ori mai rapid.
mutator_tooltip_biggerfights            Face să fie mult mai probabil ca deținuții să ia parte la încăierări și mult mai puțin probabil să se retragă din încăierări.
mutator_tooltip_morevolatileprisoners   Face ca jumătate dintre deținuți să aibă un caracter instabil, făcându-i să cauzeze probleme doar pentru a se distra.
mutator_tooltip_endlesswinter           Readuce temutul efect al stării de expunere la condiții extreme și instaurează o iarnă grea eternă. (Nu are efect dacă sunt dezactivate condițiile meteo.)
mutator_tooltip_norevealedreps          Nu vei ști nimic despre reputațiile deținuților care coboară din autobuz.
mutator_tooltip_allrepsrevealed         Deținuții care coboară din autobuz vor avea întotdeauna reputațiile vizibile.
