
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
event_weightsremovaldemand_fine	Du har inte tagit bort alla Tyngslyftningsbänkar från dina gårdar, och nu krävs detta av lagen. Du har fått böta, och fortsätter med detta tills du tar bort tyngdlyftningsbänkarna.
event_weightsremovaldemand_complete	Media har gått vidare till något annat och lagen som förbjuder tyngdlyftningsbänkar på gårdar har dragits tillbaka. Du får ställa ut dem igen om du vill.

event_lessfooddemand_1	Fängelsestyrelsen har bestämt sig för att experimentera med ett antal kostnadssparande åtgärder på våra anläggningar, och detta inkluderar ditt fängelse.
event_lessfooddemand_2	Du måste minska antalet måltider och måltidsvariationen till låg, så att vi kan se vad det har för effekt på budgeten.
event_lessfooddemand_fine	Eftersom du har bestämt dig för att inte anamma de nya matreglerna som vi har frågat efter kommer vi att ta de möjliga besparingarna direkt från din kassa. Detta fortsätter vi med tills du gör vad vi ber dig om.
event_lessfooddemand_complete	Experimentet om matbudgeten är över och resultaten är ofullständiga. Du kan sätta tillbaka dina regler för maten som du vill.

event_removevisitationdemand_1	En incident på en annan facilitet har lyft fram möjliga problem med säkerhetskontroller när det kommer till familjebesök i fängelset.
event_removevisitationdemand_2	Fram till dess att processerna kan undergå en riktig genomgång har alla besök ställts in. Du har 12 timmar på dig att ta bort alla Besöksrum från ditt fängelse.
event_removevisitationdemand_fine	Du har inte tagit bort Besöksrummen från ditt fängelse, trots säkerhetsproblemen för tillfället. Du har fått böta, och detta fortsätter tills du tar bort rummen.
event_removevisitationdemand_complete	Vi har avslutat säkerhetsgenomgången av besöksprocessen och Besöksrum kan nu läggas till igen i ditt fängelse om du väljer detta.

event_lessworkdemand_1	Jag har just fått en notis om att internerna inte är nöjda med hur mycket de behöver arbeta varje dag, och de planerar på att ta till trubbel om detta inte minskas.
event_lessworkdemand_2	En vakt råkade höra när någon sa att om de var tvungna att arbeta under mer än 2 timmar skulle de "riva stället".
event_lessworkdemand_ignore	Det verkar som om internerna har gett upp och lugnat sig. De är inte nöjda, men det är bra om man visar vem det är som faktiskt bestämmer.
event_lessworkdemand_complete	Internerna har lugnat sig om arbetstiderna för tillfället – jag antar att de såg de senaste dagarna som en semester. Vi kan låta dem jobba igen utan något trubbel.

event_moresleepdemand_1	Vi har fått klagomål om att internerna inte får sova tillräckligt, och de blir väldigt irriterade på grund av det.
event_moresleepdemand_2	De har sagt att om de inte får minst 7 timmars sömn per natt så kommer de orsaka trubbel.
event_moresleepdemand_ignore	Det verkar som om internerna till slut har lugnat sig och gett upp protesterna om att de inte får nog med sömn. Jag antar att de var för trötta.
event_moresleepdemand_complete	Problemet med internernas sömntider är äntligen över, så du kan ändra dem igen utan några problem om du vill.

event_morefreetimedemand_1	Tydligen är internerna inte nöjda med hur lite fritid de får under dagen.
event_morefreetimedemand_2	Vakterna har hört att man viskat att om saker och ting inte förändras snart kommer internerna att börja slå sönder saker.
event_morefreetimedemand_ignore	Internerna har lugnat sig och slutat orsaka trubbel på grund av sin brist på fritid. De kanske insåg att de skulle ha ännu mindre om de alltid satt i en isoleringscell.
event_morefreetimedemand_complete	Internernas krav på mer fritid har tillfredsställts länge nog, så du får ändra deras schema igen precis som du vill.

event_contrabandsurge_complete	Vi har just upptäckt att en av de lärare som besöker fängelset för att undervisa internerna har smugglat in enorma mängder smuggelgods. Läraren har fått sparken men skadan är redan skedd.
event_corruptingspiritualist_complete	En av de andliga ledarna som besöker fängelset för våra religiösa program har uppviglat internerna med en mängd olika hatiska anföranden. Han har fått sparken, men det kommer att ta ett tag för internerna att lugna ner sig.

event_agitatingradio_1	Enligt några av Vakterna har en ny radiopratare på en kanal som internerna lyssnar på sagt många saker som triggar igång internerna.
event_agitatingradio_2	Det kan vara värt att avlägsna radioapparaterna under en period om de skulle börja ta det han säger på allvar.
event_agitatingradio_complete	Den radioprataren fick tydligen sparken efter en mängd klagomål. Det bör inte finnas några fler problem med radioapparater i fängelset.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	Inkommande interner
objective_tvremovaldemand	Ta bort TV-apparater från allmänna utrymmen
objective_tvremovaldemand_child	Se till att det inte finns några TV-apparater i allmänna utrymmen
objective_weightsremovaldemand	Ta bort TV-apparater från allmänna utrymmen
objective_weightsremovaldemand_child	Se till att det inte finns några Tyngdlyftningsbänkar på gårdarna
objective_lessfooddemand	Minska mängden måltider och variation till Låg
objective_lessfooddemand_child	Ändra antalet måltider som internerna får samt måltidsvariationen till låg
objective_removevisitationdemand	Ta bort alla Besöksrum
objective_removevisitationdemand_child	Se till att det inte finns några besöksrum i fängelset förrän säkerhetsgenomgången är slutförd
objective_virus	Utbrott av virus
objective_virus_child	Totalt antal infekterade interner:
objective_massassassination	Rättegångsdatum för\nfederalt vittne
objective_massassassination_child	Överlevande vittnen:
objective_lessworkdemand	Internerna kräver mindre arbete
objective_lessworkdemand_child	Minska arbetstiden till 2 timmar om dagen eller mindre
objective_moresleepdemand	Låt internerna få mer sömn
objective_moresleepdemand_child	Öka sovtiden till minst 7 timmar om dagen
objective_morefreetimedemand	Ge internerna mer Fritid
objective_morefreetimedemand_child	Öka fritiden till minst 6 timmar om dagen
objective_agitatingradio	Upprörande radiosändningar
objective_agitatingradio_child	De nuvarande radiosändningarna triggar igång våra interner...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	Fängelsedirektören
warden_default_desc	Den mest balanserade individen i världen. Han gör sitt jobb och ingenting annat. Folk kallar honom helt enkelt Fängelsedirektören.
warden_lobbyist_name	Lobbyisten
warden_lobbyist_desc	Lobbyisten har vänner bland högre stånd, och ser till att de mer lättkontrollerade internerna håller med honom.\n\n – Halverar risken att få interner som är våldsamma, ostabila, dödliga eller som slåss.
warden_lobbyist_desc_short	- Halverar risken att få interner som är våldsamma, ostabila, dödliga eller som slåss.
warden_fear_name	Rita
warden_fear_desc	Rita är skoningslös och skrämmande, och hon har ett rykte om sig att ta sina anläggningar genom en rättslig tillämpning av rädsla. Ryktena om att hon bär en piska kan vara smått överdrivna.\n\n – Halverar risken att interner är stoiska eller orädda\n – Interner kuvas dubbelt så snabbt
warden_fear_desc_short	Halverar risken att interner är stoiska eller orädda\n – Interner kuvas dubbelt så snabbt
warden_tunnels_name	J.W. Periwinkle
warden_tunnels_desc	Direktör Periwinkle säger att han var sappör i kriget. Han säger aldrig specifikt vilket krig det rörde sig om, men han vet definitivt allt som går att veta om att gräva tunnlar.\n\n - Vakthundar har en chans på 50% att avslöja alla tunnlar som de upptäcker
warden_tunnels_desc_short	- Vakthundar har en chans på 50% att avslöja alla tunnlar som de upptäcker
warden_calming_name	Fredsmäklaren
warden_calming_desc	Fredsmäklaren har en ovanlig talang – han kan nämligen lugna till och med de mest våldsamma internerna. Till och med att vara i samma rum som honom är tillräckligt för att få människor att bli fogliga och lydiga.\n\n - Minskar den övergripande risken för att internerna ska orsaka trubbel på fängelset
warden_calming_desc_short	- Minskar den övergripande risken för att internerna ska orsaka trubbel på fängelset
warden_contraband_name	Saphara Acknova
warden_contraband_desc	Saphara Acknova har ett fläckfritt rykte och en ren meritlista. Men bakom kulisserna är skumma affärer och erbjudanden under bordet inget ovanligt för henne.\n\n - Ger en liten andel av återförsäljningsvärdet för allt smuggelgods som hittas\n -  Interner som hittas med smuggelgods får "böta" direkt från sina besparingar
warden_contraband_desc_short	- Ger en liten andel av återförsäljningsvärdet för allt smuggelgods som hittas\n – Interner som hittas med smuggelgods får "böta" direkt från sina besparingar
buildtoolbar_wardenlobbyist	Lobbyisten
buildtoolbar_tooltip_wardenlobbyist	Få färre våldsamma interner på fängelset
interfacetopbar_tension_calmingwarden	- Din fängelsedirektör har en lugnande effekt på internerna
warden_consultingfee	Rådgivaravgift

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	Mutning
crime_aggravatedburglary	Grovt inbrott
crime_burglary	Inbrott
crime_arson	Mordbrand
crime_criminaldamage	Skadegörelse
crime_vandalism	Vandalism
crime_possession	Olaga innehav
crime_possessionintenttosupply	Olaga innehav med avsikt att leverera
crime_forgery	Förfalskning
crime_fraud	Bedrägeri
crime_counterfeightingcurrency	Valutaförfalskning
crime_falseaccounting	Bokföringsbrott
crime_insidertrading	Insiderbrott
crime_moneylaundering	Pengatvätt
crime_aggravatedvehicletheft	Grov stöld av fordon
crime_joyriding	Tillgrepp av fortskaffningsmedel
crime_dangerousdriving	Vårdslöshet i trafik
crime_deathbydangerousdriving	Död genom vårdslöshet i trafik
crime_drivingunderinfluence	Rattfylleri
crime_kidnapping	Kidnappning
crime_falseimprisonment	Olaga frihetsberövande
crime_torture	Tortyr
crime_assault	Olaga hot
crime_aggravatedassault	Grovt olaga hot
crime_assaultinganofficer	Våld eller hot mot tjänsteman
crime_greviousbodilyharm	Vållande till kroppsskada
crime_murder	Mord
crime_attemptedmurder	Mordförsök
crime_manslaughter	Dråp
crime_pervertingcourseofjustice	Bevisförvanskning
crime_contemptofcourt	Domstolstrots
crime_drunkdisorderlybehaviour	Förargelseväckande beteende
crime_escapingfromlawfulcustody	Rymning från arrest
crime_perjury	Mened
crime_rioting	Upplopp
crime_espionage	Spionage
crime_violentdisorder	Våldsamt uppförande
crime_trafficking	Människohandel
crime_armedrobbery	Beväpnat rån
crime_robbery	Rån
crime_carjacking	Bilstöld
crime_blackmail	Utpressning
crime_handlingstolengoods	Häleri
crime_videogamepiracy	Piratkopiering av spel
crime_indievideogamepiracy	Piratkopiering av indiespel
crime_shoplifting	Snatteri
crime_pickpocketing	Fickstöld
crime_cartheft	Bilstöld
crime_rape	Våldtäkt
crime_grossindecency	Oanständighet
crime_voyeurism	Blottning

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	Dödad i bråk med *X
causeofdeath_fight_weapon	Dödad av *X med *W
causeofdeath_fight_prisoner	Mördad av *X
causeofdeath_fight_prisoner_weapon	Mördad av *X med *W
causeofdeath_fight_actor	Dödad med *W
causeofdeath_gang	Dödad av en rivaliserande gängmedlem
causeofdeath_gang_weapon	Dödad av en rivaliserande gängmedlem med *W
causeofdeath_fire	Dog i en brand
causeofdeath_escaping	Dödad av *X vid ett försök att fly
causeofdeath_escaping_weapon	Dödad av *X med *W vid ett försök att fly
causeofdeath_mauled	Biten till döds av en vakthund
causeofdeath_snitch	Dödad för att han var tjallare
causeofdeath_exlaw	Dödad för att han var en f.d. Brottsbekämpare
causeofdeath_copkiller	Dödad av vakter för att han var en polismördare
causeofdeath_explosion	Dödad i en explosion
causeofdeath_electrocution	Dödad av elektrisk ström
causeofdeath_starvation	Svalt ihjäl
causeofdeath_virus	Dog av en infektion
causeofdeath_overdosed	Överdoserade
causeofdeath_bledout	Blödde till döds
causeofdeath_riot	Dödad i ett upplopp
causeofdeath_executed	Avrättad i Elektriska stolen
causeofdeath_unknown_1	Dödsorsak okänd.
causeofdeath_unknown_2	Lås upp Underrättelse för att fastställa.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	Mutatorer ändrar sättet som spelet spelas på och lägger till nya utmaningar eller spelstilar, men är inte nödvändigtvis väl avvägda.
