
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nuevo
mutator_tooltip_morecontraband	Se introduce más contrabando en la prisión, y los reclusos son mucho más propensos a robar contrabando cuando se les presente la oportunidad.
mutator_tooltip_nocontrabandlimits	Elimina los límites de los tipos de contrabando que se pueden introducir en la prisión. ¿Pistolas? ¿Fregonas? ¡¿Portapapeles?! Todo entra dentro del juego limpio.
mutator_tooltip_highdanger	El nivel de peligro de tu prisión siempre está al máximo; hay muchas más posibilidades de que recibas reclusos violentos que se metan en peleas.
mutator_tooltip_superdrugs	Los reclusos que consuman drogas o alcohol adquirirán un rasgo de reputación de forma aleatoria, lo que hará que sea más difícil tratar con ellos de forma progresiva.
mutator_tooltip_weirdreputations	Desbloquea una serie de nuevas reputaciones que tus prisioneros pueden adquirir, que alterarán sus conductas y la forma en la que interactúan con la prisión.
mutator_tooltip_nopausing	Elimina la habilidad de poner en pausa el reloj del juego durante la partida.
mutator_tooltip_norelease	Los reclusos nunca se liberan; sus condenas duran para siempre y no hay opción a libertad condicional.
mutator_tooltip_fastrelease	Todas las condenas son mucho más cortas, lo que significa que los reclusos tendrán estancias en la prisión mucho más breves.
mutator_tooltip_acidrain	Causa lluvia y nieve para perjudicar a los reclusos que se encuentran en el exterior. (No tiene efecto si el Clima está desactivado.)
mutator_tooltip_permanentday	Nunca se hace de noche en la prisión; ¡hay tanta luz a medianoche como a mediodía!
mutator_tooltip_permanentnight	Aquí nunca sale el sol. Tu prisión estará sumida en la oscuridad de forma permanente.
mutator_tooltip_spreadingtrees	Los árboles pueden proliferar y crecerán mucho más rápido de lo normal.
mutator_tooltip_contrabanddetectors	Los detectores de metal detectarán toda forma de contrabando, pero también usarán 5 veces más energía.
mutator_tooltip_superguards	Tus guardias son los mejores en su clase y no cometen errores. Son más grandes, fuertes, rápidos y observadores.
mutator_tooltip_oldschoolintake	Había una vez un autobús cargado de reclusos que aparecía en la prisión a diario, quisieras o no. ¡Bienvenido de nuevo a los viejos buenos tiempos! Recibirás el autobús lleno de reclusos cada día, independientemente de que tengas espacio para ellos o no.
mutator_tooltip_noclipstaff	Los miembros de tu personal pueden atravesar las paredes.

mutator_title_extrachallenge	Desafío extra
mutator_title_extrachallenge_tooltip	Estos mutágenos harán tu vida más complicada de distintas maneras. ¡A veces de forma más que considerable!
mutator_title_lightentheload	Aligeramiento de la carga
mutator_title_lightentheload_tooltip	Estos mutágenos hacen que tu prisión sea más fácil de gestionar o reducen la dificultad de alguna forma.
mutator_title_changetherules	Cambio de las reglas
mutator_title_changetherules_tooltip	Estos mutágenos cambian algunas de las reglas básicas del juego.
mutator_title_somethingdifferent	Lo hacen algo... diferente
mutator_title_somethingdifferent_tooltip	Pasarán cosas bastante raras. Puede que no tenga sentido, pero harán que la vida sea más interesante.

# =============================================================================
# Attract screen
# =============================================================================

attract_pressanykey	Presiona cualquier tecla...

# =============================================================================
# Help warnings
# =============================================================================

help_warning_gangleader	El líder de una de las bandas de la prisión está siendo castigado en estos momentos. Tú eliges cómo continuar, pero todos los miembros de la banda van a causar muchos problemas mientras tiene lugar el castigo.
help_warning_deathrow	Nuestro primer recluso del corredor de la muerte acaba de llegar. Necesitaremos asegurarnos de que tenemos un programa de apelación del corredor de la muerte configurado en la sala de libertad condicional, de manera que puedan tener sus vistas de apelación.


buildtoolbar_walk_speed_Veryfast	Muy rápido
codex_load_failed_title	Cargar prisión
schedule_zone_custom	Personalizar
reputation_swimmer	Nadador
room_Helipad	Helipuerto
interfacetopbar_tension_hoursonrollcall	+ presos están enfadados por pasar lista
codex_load_failed_message	No se puede cargar el archivo de esta prisión porque está corrupto.
codex_options_enableturbomode	Activar el modo turbo
script_error_critical	Algo salió mal.
script_error_critical_msg	Algo salió mal al ejecutar un script del juego.\n\nSi estás usando un mod, avisa a los autores del mod. Si no es así, rellena un informe de errores incluyendo tu archivo debug.txt.
report_staff_group_otherstaff	Otro
needs_help_staffwarmth	El personal necesita mantenerse caliente, añade radiadores a tu prisión para que estén más cómodos.
reputationtooltip_pickpocket	Este recluso es rápido con los dedos e intentará robar con frecuencia a cualquiera que tenga la desgracia de estar cerca.
reputationtooltip_swimmer	Este recluso no le tiene miedo al agua.\nDesbloquea la habilidad de nadar solo con entrar en el agua,\naunque los reclusos son incapaces de nadar para siempre.
object_climbingrope	Cuerda de escalar
object_banner	Cartel
object_stand	Puesto
room_dock	Muelle
equipment_rope	Cuerda
banner_tooltip	Haz clic en el cartel para apoyar a @WarChildUK
banner_donate_text	En 2018 se cumplieron 100 años desde el armisticio que acabó con la Primera Guerra Mundial, aunque a día de hoy hay más niños afectados por la guerra que en cualquier momento de la historia. \n\nÚnete a War Child UK y a Children in Conflict para recaudar fondos para ayudar a proporcionar un futuro mejor para los niños en entornos en conflicto.
banner_donate_confirm	Donar
banner_donate_cancel	Ahora no
causeofdeath_exposure	Muerto por congelación
buildtoolbar_popup_obj_guardtower	Una torre desde la que los francotiradores (contratados por separado) pueden vigilar la prisión.\n\nElige una torre de guardia para ver el alcance que tendría allí el francotirador.
buildtoolbar_popup_obj_showerhead	Mantiene a los prisioneros limpios y aumenta la comodidad de la celda. No olvides ponerle un sumidero.
buildtoolbar_popup_obj_medicalbed	Sirve para curar al personal y a los reclusos heridos. Las camas médicas también son una fuente de contrabando.
buildtoolbar_popup_obj_phonebooth	Estas prácticas cabinas permitirán a los presos hablar con sus seres queridos cuando deseen.
buildtoolbar_popup_obj_radio	Permite a los reclusos escuchar a sus bandas masculinas preferidas mientras realizan sus actividades cotidianas.
buildtoolbar_popup_staff_workman	Construirá tu prisión por ti basándose en los planos que le proporciones. Los obreros también desmontarán o demolerán estructuras y objetos y cargarán/descargarán envíos.
buildtoolbar_popup_staff_warden	El gran supervisor de tu prisión. El alcaide desbloquea el árbol de burocracia, que te permite contratar a personal avanzado, que, a su vez, abre las puertas a nuevas opciones de subvenciones, trabajo, seguridad y defensa.\n\nContratar un alcaide también desbloquea el régimen de la prisión.
buildtoolbar_popup_staff_chief	Miembro del personal especializado que proporciona acceso a opciones de seguridad importantes, como la armería, el despliegue, la inteligencia y la vigilancia. El jefe desbloquea la opción de contratar guardias armados y francotiradores.
buildtoolbar_popup_staff_foreman	Miembro del personal especializado que proporciona acceso a los jardineros y conserjes, además de crear nuevas opciones de trabajo de presos.
buildtoolbar_popup_staff_psychologist	Miembro del personal especializado que te proporciona una idea general de lo que piensan tus prisioneros desbloqueando el informe de necesidades, que indica los niveles de satisfacción de los reclusos.
buildtoolbar_popup_staff_accountant	Miembro del personal especializado que proporciona acceso a tus informes financieros. El contable te permite tomar préstamos, reducir tus impuestos y expandir tus terrenos si necesitas más espacio.
buildtoolbar_popup_staff_lawyer	Miembro del personal especializado que te ayuda a implementar ciertas reglas para un mayor control sobre la prisión. Los abogados pueden limitar las consecuencias de los malos resultados o una mala conducta. Se necesita un abogado para los reclusos del corredor de la muerte.
buildtoolbar_popup_staff_sniper	Un tirador muy bien entrenado que ocupará automáticamente una torre de guardia que esté disponible. Realizará varios disparos de advertencia a los reclusos que estén causando problemas dentro de los muros de la cárcel antes de eliminar a un objetivo.\n\nLos francotiradores pueden emplear fuerza letal contra los reclusos que intenten fugarse. Activar/desactivar el fuego a discreción modificará el nivel de fuerza que se utiliza en algunas situaciones.
needs_help_exercise	Muchos reclusos querrán tener la posibilidad de mantenerse en forma. Puedes ayudarles a ello añadiendo un patio a la prisión. Los bancos de pesas, sea en el patio o en otras zonas comunes, también les ayudarán.
needs_help_recreation	Los reclusos aburridos son peligrosos. Puedes atender las necesidades de recreo de los reclusos añadiendo objetos para pasar el rato a las zonas comunes de la prisión, como televisiones o radios, y dando tiempo en el régimen para que puedan usarlos.
needs_help_comfort	Por lo general, los reclusos quieren sentirse cómodos, física y emocionalmente. Hay muchas formas de ayudarles, como proporcionándoles formas de relajarse, ya sea aumentando su tiempo libre, dándoles artículos con los que entretenerse o simplemente asegurándose de que tengan un sitio donde sentarse a descansar.
needs_help_freedom	Incluso estando en prisión, los reclusos querrán sentirse como si tuvieran un cierto grado de libertad. Puedes facilitárselo añadiendo tiempo libre o tiempo de patio a tu régimen. Los reclusos también pueden satisfacer esta necesidad por medios más especializados, como la agricultura, el club de lucha o la sala de cine.
needs_help_literacy	Algunos reclusos solo quieren leer. Si añades una biblioteca, podrán sacar libros y satisfacer esa necesidad. Si colocas una estantería de libros en el espacio de vivienda de los reclusos, también mantendrás su nivel de formación
needs_help_family	La mayoría de los reclusos quieren mantenerse en contacto con sus familias de cualquier forma posible. La forma más fácil de que lo hagan es añadir teléfonos a la prisión, pero añadir una sala de visitas será aún más eficaz. Una sala de correo también ayudará a satisfacer esta necesidad, así como los pájaros mascota y las cabinas de videollamadas.
needs_help_luxuries	A muchos reclusos les gusta darse un lujo de vez en cuando. Puedes ayudarles a satisfacer esta necesidad construyendo una tienda en la prisión y ganar algo de dinero en el proceso o dándoles un pájaro mascota. Los reclusos que satisfacen esta necesidad serán menos propensos a causar problemas, pero no hay inconvenientes en ignorarla; al fin y al cabo, SE TRATA de la prisión.
