
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Yeni
event_moresleepdemand_ignore	Sonunda mahkumların öfkeleri bitmiş ve uykusuzlukla ilgili protestoyu bırakmışa benziyor. Sanırım önceden çok yorgunlardı.
event_moresleepdemand_complete	Mahkumların uyku programı ile tüm sorun neredeyse bitti istersen yeniden sorunsuzca değiştirebilirsin.

event_morefreetimedemand_1	Görünüşe göre mahkumlar günlük programlarındaki boş zamanların azlığı dolayısıyla mutsuzlar.
event_morefreetimedemand_2	Güvenlik, eğer yakında vaziyet değişmezse mahkumların zarar vermeye başlayacağı hakkında dedikodular duydu.
event_morefreetimedemand_ignore	Mahkumlar boş zaman yoksunluğu hakkında sorun çıkarmayı durdurdular ve durgunlaştılar. Belki de daima hücre hapsine kapatılsalar da bu cezanın az olduğunu düşünüyorlardır.
event_morefreetimedemand_complete	Daha fazla serbest zaman isteyen mahkumlar uzun süredir şımartıldı, bu yüzden onların planlarını istediğin gibi tekrar değiştirebilirsin.

event_contrabandsurge_complete	Hükümlülere sunulan dersler için işe aldığımız öğretmenlerden birinin içeriye yüksek miktarda kaçak mal soktuğunu keşfettik. Görevine son verildi ama şu noktada, vereceği zararı çoktan verdi.
event_corruptingspiritualist_complete	Dini programlarımız için işe aldığımız ruhani liderlerden biri çeşitli nefret söylemleriyle mahkumları öfkelendirmiş. Görevine son verildi ama mahkumların sakinleşmesi biraz zaman alacak.

event_agitatingradio_1	Bazı Gardiyanlara göre, mahkumların dinlediği istasyondaki yeni radyo sunucusu, mahkumları delirtecek birçok şey söylemiş.
event_agitatingradio_2	Mahkumlar onun söylediklerini ciddiye almayana dek radyoları şimdilik ortadan kaldırmak faydalı olabilir.
event_agitatingradio_complete	Görünüşe göre birçok şikâyetten sonra o radyo sunucusunun da görevine son verilmiş. Hapishanede radyolarla ilgili artık başka sorun olmamalı.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	Yeni Gelen Mahkumlar
objective_tvremovaldemand	Ortak Odalardan TV'leri Kaldır
objective_tvremovaldemand_child	Ortak Odalarda TV'Lerin olmamasını Sağla
objective_weightsremovaldemand	Avlulardan Ağırlık Bench'lerini Kaldır
objective_weightsremovaldemand_child	Avlularda Odalarda Ağırlık Bench'lerinin olmamasını Sağla
objective_lessfooddemand	Öğün Sayısı ve Çeşitliliğini Düşük'e Getir
objective_lessfooddemand_child	Mahkumların öğün sayısını ve çeşitlilik politikalarını düşük'e getir
objective_removevisitationdemand	Tüm Görüş Odalarını Kaldır
objective_removevisitationdemand_child	Hapishanede güvenlik incelemesi tamamlanana kadar görüş odası olmamasını sağla
objective_virus	Virüs Salgını
objective_virus_child	Toplam Bulaşan Mahkum Sayısı:
objective_massassassination	Resmi Görgü Tanığı\nMahkeme Tarihi
objective_massassassination_child	Sağ kalan görgü tanığı
objective_lessworkdemand	Daha az İş İsteyen Mahkumlar
objective_lessworkdemand_child	İşi günde 2 saat ya da daha aza azalt
objective_moresleepdemand	Mahkumlara Daha Fazla Uyku Sağla
objective_moresleepdemand_child	Uyku zamanını en az günde 7 saat olarak artır
objective_morefreetimedemand	Mahkumlara Daha fazla Boş Zaman Ver
objective_morefreetimedemand_child	Uyku zamanını en az günde 6 saat olarak artır
objective_agitatingradio	Kışkırtıcı Radyo Yayınları
objective_agitatingradio_child	Mevcut radyo yayınları, mahkumlarımızı sinirlendiriyor...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	Müdür
warden_default_desc	Gezegendeki en dengeli adam, işini yapar başka bir şey yapmaz. Ona insanlar sadece Müdür diye sesleniyorlar.
warden_lobbyist_name	Lobici
warden_lobbyist_desc	Lobicilerin yüksek yerlerde arkadaşları vardır ve daha fazla kontrollü mahkumun bu yola gelmesini sağlarlar.\n\n - Şiddet Uygulayan, Öldürücü, Dengesiz ve Dövüşçü mahkumların alınma olasılığını yarıya indirir.
warden_lobbyist_desc_short	- Şiddet Uygulayan, Öldürücü, Dengesiz ve Dövüşçü mahkumların alınma olasılığını yarıya indirir.
warden_fear_name	Rita
warden_fear_desc	Merhametsiz ve korkunç Rita'nın, tesislerini adli korku uygulayarak çalıştırdığına dair şöhreti var. Kamçı taşıdığı dedikoduları abartılmış olabilir.\n\n- Mahkumların Acıya Dayanıklı veya Korkusuz olma ihtimalini yarıya indirir\n - Mahkumlar iki kat daha hızlı baskı altına alınır
warden_fear_desc_short	- Mahkumların Acıya Dayanıklı veya Korkusuz olma ihtimalini yarıya indirir\n - Mahkumlar iki kat daha hızlı baskı altına alınır
warden_tunnels_name	J.W. Periwinkle
warden_tunnels_desc	Müdür Periwinkle savaşta bir istihkam eri olduğunu söylüyor. Özellikle hangi savaş olduğunu hiç söylemiyor, ama tünel kazmakla ilgili her şeyi biliyor.\n\n - Bekçi Köpekleri, tespit ettikleri herhangi bir tüneli %50 şansla tamamıyla ortaya çıkarabilir
warden_tunnels_desc_short	- Bekçi Köpekleri, tespit ettikleri herhangi bir tüneli %50 şansla tamamıyla ortaya çıkarabilir
warden_calming_name	Arabulucu
warden_calming_desc	Arabulucunun, en azılı bireyleri bile sakinleştirebilme üzerine olağandışı bir yeteneği var. Onunla aynı odada olmak bile insanları uysallaştırır ve itaatkar yapar.\n\n - Hapishanenin genel ısısını düşürerek mahkumlarının daha az soruna sebep olmasını sağlar
warden_calming_desc_short	- Hapishanenin genel ısısını düşürerek mahkumlarının daha az soruna sebep olmasını sağlar
warden_contraband_name	Saphara Acknova
warden_contraband_desc	Saphara Acknova'nın lekesiz bir ünü ve tertemiz sicili var. Fakat perde arkasında, şaibeli işler ve el altından teklifler onun pek de uzak olduğu şeyler değil.\n\n - Yaptığı her parça kaçakçılıktan yeniden satış değerinden küçük bir parça alır\n - Kaçak mal ile yakalanan mahkumlar doğrudan tasarrufları üzerinden 'cezalandırılır'.
warden_contraband_desc_short	- Yaptığı her parça kaçakçılıktan yeniden satış değerinden küçük bir parça alır\n - Mahkumlar kaçakçılıktan elde ettikleri kazançtan direkt cezalandırılır
buildtoolbar_wardenlobbyist	Lobici
buildtoolbar_tooltip_wardenlobbyist	Hapishanene daha az azılı suçlu al
interfacetopbar_tension_calmingwarden	- Müdürün, mahkumlar üzerinde sakinleştirici etkiye sahip
warden_consultingfee	Danışmanlık Ücreti

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	Rüşvetçilik
crime_aggravatedburglary	Nitelikli Soygun
crime_burglary	Soygun
crime_arson	Kundaklama
crime_criminaldamage	Cezai Hasar
crime_vandalism	Vandalizm
crime_possession	Yasaklı Madde Bulundurma
crime_possessionintenttosupply	Tedarik Amacıyla Yasaklı Madde Bulundurma
crime_forgery	Sahtecilik
crime_fraud	Dolandırıcılık
crime_counterfeightingcurrency	Sahte Para
crime_falseaccounting	Yanlış Hesaplama
crime_insidertrading	İçeriden Bilgi Ticareti
crime_moneylaundering	Kara Para Aklama
crime_aggravatedvehicletheft	Nitelikli Araç Hırsızlığı
crime_joyriding	Zevk İçin Sürme
crime_dangerousdriving	Tehlikeli Sürüş
crime_deathbydangerousdriving	Tehlikeli Sürüşten Ölüm
crime_drivingunderinfluence	Tesir Altında Sürüş
crime_kidnapping	Çocuk Kaçırma
crime_falseimprisonment	Haksız Tutuklanma
crime_torture	İşkence
crime_assault	Saldırı
crime_aggravatedassault	Nitelikli Saldırı
crime_assaultinganofficer	Bir Memura Saldırı
crime_greviousbodilyharm	Ağır Yaralama
crime_murder	Cinayet
crime_attemptedmurder	Cinayete Teşebbüs
crime_manslaughter	Kazara Adam Öldürme
crime_pervertingcourseofjustice	Adaleti Yanıltma
crime_contemptofcourt	Mahkemeye Hakaret
crime_drunkdisorderlybehaviour	Alkollü Düzen Bozucu Davranış
crime_escapingfromlawfulcustody	Yasal Gözaltıdan Kaçma
crime_perjury	Yalancı Şahitlik
crime_rioting	İsyan Çıkarma
crime_espionage	Casusluk
crime_violentdisorder	Şiddet Karışıklığı
crime_trafficking	Karaborsacılık
crime_armedrobbery	Silahlı Soygun
crime_robbery	Soygunculuk
crime_carjacking	Araba Kaçırma
crime_blackmail	Şantaj Yapma
crime_handlingstolengoods	Çalıntı Mal Ticareti
crime_videogamepiracy	Bilgisayar Oyunu Korsanlığı
crime_indievideogamepiracy	Bağımsız Bilgisayar Oyunu Korsanlığı
crime_shoplifting	Mağaza Hırsızlığı
crime_pickpocketing	Yankesicilik
crime_cartheft	Araba Hırsızlığı
crime_rape	Tecavüz
crime_grossindecency	Müstehcen Uygunsuzluk
crime_voyeurism	Röntgencilik

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	*X ile olan kavgada öldürüldü
causeofdeath_fight_weapon	*X tarafından *W ile öldürüldü
causeofdeath_fight_prisoner	*X tarafından öldürüldü
causeofdeath_fight_prisoner_weapon	*X tarafından *W ile öldürüldü
causeofdeath_fight_actor	*W ile öldürüldü
causeofdeath_gang	Rakip çete üyesi tarafından öldürüldü
causeofdeath_gang_weapon	Rakip çete üyesi tarafından *W ile öldürüldü
causeofdeath_fire	Yangında öldü
causeofdeath_escaping	Kaçmaya çalışırken *X tarafından öldürüldü
causeofdeath_escaping_weapon	Kaçmaya çalışırken *X tarafından *W ile öldürüldü
causeofdeath_mauled	Bekçi Köpeği tarafından parçalanarak öldürüldü
causeofdeath_snitch	Gammazcı olduğu için öldürüldü
causeofdeath_exlaw	Eski Kolluk Kuvveti Mensubu olduğu için öldürüldü
causeofdeath_copkiller	Polis Katili olduğu için gardiyanlar tarafından öldürüldü
causeofdeath_explosion	Bir patlamada öldü
causeofdeath_electrocution	Elektrik çarpmasından dolayı öldü
causeofdeath_starvation	Açlıktan öldü
causeofdeath_virus	Enfeksiyondan öldü
causeofdeath_overdosed	Aşırı dozdan öldü
causeofdeath_bledout	Kanama geçirerek öldü
causeofdeath_riot	İsyan esnasında öldürüldü
causeofdeath_executed	Elektrikli Sandalye ile idam edildi
causeofdeath_unknown_1	Ölüm Nedeni Bilinmiyor.
causeofdeath_unknown_2	Belirlemek için İstihbaratın Kilidini Aç.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	Dönüştürücüler, yeni zorluklar veya oyun stilleri ekleyerek oyunun oynanma şeklini değiştirir, ancak pek dengeli oldukları söylenemez.
mutators_random	Rastgele

mutator_name_bigheads	Koca Kafa Modu
mutator_name_moreviolentprisoners	Daha Fazla Şiddete Meyilli Mahkum
mutator_name_noviolentprisoners	Şiddete Meyilli Mahkum Yok
mutator_name_fastwalking	Hızlı Yürüme
mutator_name_biggerfights	Daha Büyük Kavgalar
mutator_name_morevolatileprisoners	Dengesiz Mahkumlar
mutator_name_endlesswinter	Sonsuz Kış
mutator_name_norevealedreps	Mahkum Ünleri Gizli
mutator_name_allrepsrevealed	Tüm Mahkum Ünleri Açık
mutator_name_indestructabletrees	Doğal Yaşamı Koruma Bölgesi
mutator_name_alllegendary	KODES
mutator_name_slowdeliveries	Yavaş Teslimat
mutator_name_fastdeliveries	Hızlı Teslimat
mutator_name_extremelyneedyprisoners	Muhtaç Mahkumlar
mutator_name_slowtime	Yavaş Zaman
mutator_name_burnthedead	Cesedi Yak
mutator_name_gangwarfare	Çete Savaşları
mutator_name_massescapes	Beni Buradan Çıkar!
mutator_name_notunnels	Tünel Yok
mutator_name_morecontraband	Daha Fazla Kaçak Mal
mutator_name_nocontrabandlimits	Kaçak Mal Limiti Yok
mutator_name_highdanger	Tehlikeli Bölge
mutator_name_superdrugs	Sağlam mal!
mutator_name_weirdreputations	Ekstra Ün
mutator_name_nopausing	Duraklatma Yok
mutator_name_norelease	Tahliye Yok
mutator_name_fastrelease	Kısa Cezalar
mutator_name_acidrain	Asit Yağmuru
mutator_name_permanentday	Bitmeyen Gündüz
mutator_name_permanentnight	Bitmeyen Gece
mutator_name_spreadingtrees	Vahşi Orman
mutator_name_contrabanddetectors	Kaçak Mal Tarayıcıları
mutator_name_superguards	Süper Gardiyanlar
mutator_name_oldschoolintake	Eski Tip Mahkum Alımı
mutator_name_noclipstaff	Hayalet Personel

mutator_tooltip_bigheads	Mahkumlarının kafasını kocaman yapar!
mutator_tooltip_moreviolentprisoners	Alacağın şiddete meyilli mahkum sayısını önemli ölçüde artırır.
mutator_tooltip_noviolentprisoners	Sadece şiddet eğilimi olmayan mahkumlar alırsın.
mutator_tooltip_fastwalking	Hapishanendeki herkes iki katı hızda yürür.
mutator_tooltip_biggerfights	Mahkumların kavgaya karışma olasılığını artırır ve bir kavgadan çekilme olasılığını azaltır.
mutator_tooltip_morevolatileprisoners	Mahkumlarının yaklaşık yarısına Dengesiz özelliği kazandırarak, sırf eğlence için sorun çıkarmalarını sağlar.
mutator_tooltip_endlesswinter	Korkunç Maruz Kalma durumu etkisini geri getirir ve dünyayı sonsuz bir dondurucu kışa mahkum eder. (Hava Durumu devre dışıysa kullanılamaz.)
mutator_tooltip_norevealedreps	Otobüsten inen mahkumların ünleri hakkında hiçbir şey bilmeyeceksin.
mutator_tooltip_allrepsrevealed	Otobüsten inen mahkumların ünleri daima görünür olacaktır.
mutator_tooltip_indestructabletrees	Yerel koruma kanunları yüzünden bu bölgede ağaçlar kesilemez. Binalarını ağaçların çevresine dikmen gerekiyor!
mutator_tooltip_alllegendary	Tüm mahkumlar Efsanevi. Bol şans!
mutator_tooltip_slowdeliveries	Satın aldığın her şeyin kamyonla getirilmesi gerekiyor.
mutator_tooltip_fastdeliveries	Artık kamyon beklemeye gerek yok; boş yerin olduğu müddetçe her şey doğrudan hapishaneye ulaşır.
mutator_tooltip_extremelyneedyprisoners	Mahkumlarının ihtiyaçları daha büyük bir hızla artacak.
mutator_tooltip_slowtime	Oyun saatini yavaşlatır ve günler çok daha uzun olur.
mutator_tooltip_burnthedead	Hapishanende ölen herkes anında alev alacak.
mutator_tooltip_gangwarfare	Hapishanene sadece çete üyeleri gelecek. (Çete özelliği devre dışıysa kullanılamaz.)
mutator_tooltip_massescapes	Kaçış tünelleri üzerindeki normal limitleri ortadan kaldırarak, mahkumların hapishanenden tünel kazarak kaçmaya çalışma olasılığını oldukça yükseltir.
mutator_tooltip_notunnels	Mahkumlar kaçış tüneli kazamaz.
mutator_tooltip_morecontraband	Hapishaneye daha fazla kaçak mal girer ve fırsat bulduklarında mahkumların kaçak malları çalma olasılığı daha fazladır.
mutator_tooltip_nocontrabandlimits	Hapishaneye sokulabilecek kaçak mal türleri üzerindeki limitleri kaldırır. Silah? Paspas? Pano? Her şey serbest.
mutator_tooltip_highdanger	Hapishanendeki tehlike seviyesi daima maksimumdur, şiddete meyilli mahkum alma olasılığın ve bunların kavgaya karışması olasılığı çok daha fazladır.
mutator_tooltip_superdrugs	Uyuşturucu veya alkol kullanan mahkumlar rastgele bir ün özelliği kazanacak ve onlarla başa çıkmak giderek daha zor olacaktır.
mutator_tooltip_weirdreputations	Mahkumlarının sahip olabileceği ve onların davranışlarını ve hapishanenle olan etkileşimlerini değiştirecek birtakım yeni ünlerin kilidini açar.
mutator_tooltip_nopausing	Oynarken oyun saatini duraklatma imkânını ortadan kaldırır.
mutator_tooltip_norelease	Mahkumlar asla tahliye edilmez; mahkumiyetleri sonsuza kadar sürer ve şartlı tahliye yoktur.
mutator_tooltip_fastrelease	Tüm mahkumiyetler çok daha kısadır; yani hapishanende mahkumlar çok daha hızlı bir biçimde yenilenecektir.
mutator_tooltip_acidrain	Dışarıda olan herhangi bir mahkuma zarar veren yağmura ve kara sebep olur. (Hava Durumu devre dışıysa kullanılamaz.)
mutator_tooltip_permanentday	Hapishanende asla hava kararmaz; gece yarıları bile gündüz gibi olacak!
mutator_tooltip_permanentnight	Güneş burada asla doğmaz. Hapishanen daima karanlıkta kalacak.
mutator_tooltip_spreadingtrees	Ağaçlar çevreye yayılabilir ve normalden daha hızlı büyür.
mutator_tooltip_contrabanddetectors	Metal dedektörleri her türlü kaçak malı bulabilir, ancak 5 kat daha fazla enerji kullanır.
mutator_tooltip_superguards	Gardiyanların mesleğinin en iyisi, ve ortalıkta aylak aylak dolaşmıyorlar. Daha büyükler, daha güçlüler, daha hızlılar ve daha dikkatliler.
mutator_tooltip_oldschoolintake	Eskiden, istesen de istemesen de, mahkum dolu bir otobüs her gün hapishanene gelirdi. O eski güzel günler geri geldi! Yerin olsun veya olmasın, her gün otobüslerce mahkum gelecek.
mutator_tooltip_noclipstaff	Personelin duvarlardan geçebilir.

mutator_title_extrachallenge	Ekstra Zorluk
