
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nieuw
warden_calming_name	De vredestichter
warden_calming_desc	De vredestichter kan zelfs de gewelddadigste mensen kalmeren. Het is een gave. Je hoeft alleen maar in dezelfde ruimte te zijn als de vredestichter om gedwee en volgzaam te worden.\n\n - Verlaagt de temperatuur in de gevangenis zodat je gevangenen minder snel herrie schoppen.
warden_calming_desc_short	- Verlaagt de temperatuur in de gevangenis zodat je gevangenen minder snel herrie schoppen.
warden_contraband_name	Saphara Acknova
warden_contraband_desc	Saphara Acknova heeft een smetteloze reputatie en een uitstekende staat van dienst. Maar achter de schermen is ze op de hoogte van alle schimmige afspraken.\n\n - Ze krijgt een klein deel van de doorverkoop van gevonden smokkelwaar.\n - Gevangenen die worden betrapt met smokkelwaar krijgen direct een boete die ze met hun eigen geld moeten betalen.
warden_contraband_desc_short	- Ze krijgt een klein deel van de doorverkoop van gevonden smokkelwaar.\n - Gevangenen die worden betrapt met smokkelwaar krijgen direct een boete die ze met hun eigen geld moeten betalen.
buildtoolbar_wardenlobbyist	De lobbyist
buildtoolbar_tooltip_wardenlobbyist	Zorgt voor minder gewelddadige criminelen in je gevangenis.
interfacetopbar_tension_calmingwarden	- je gevangenisdirecteur heeft een kalmerend effect op gevangenen
warden_consultingfee	Tarief

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	Omkoping
crime_aggravatedburglary	Gekwalificeerde inbraak
crime_burglary	Inbraak
crime_arson	Brandstichting
crime_criminaldamage	Vernieling
crime_vandalism	Vandalisme
crime_possession	Drugsbezit
crime_possessionintenttosupply	Drugsbezit voor verkoop
crime_forgery	Vervalsing
crime_fraud	Fraude
crime_counterfeightingcurrency	Valsmunterij
crime_falseaccounting	Vervalsing van boekhouding
crime_insidertrading	Handel met voorkennis
crime_moneylaundering	Witwassen
crime_aggravatedvehicletheft	Gekwalificeerde autodiefstal
crime_joyriding	Joyriding
crime_dangerousdriving	Roekeloos rijgedrag
crime_deathbydangerousdriving	Roekeloos rijgedrag met dodelijke afloop
crime_drivingunderinfluence	Rijden onder invloed
crime_kidnapping	Kidnapping
crime_falseimprisonment	Onwettige inhechtenisneming
crime_torture	Marteling
crime_assault	Mishandeling
crime_aggravatedassault	Zware mishandeling
crime_assaultinganofficer	Mishandeling van een agent
crime_greviousbodilyharm	Toedienen van lichamelijk letsel
crime_murder	Moord
crime_attemptedmurder	Poging tot moord
crime_manslaughter	Doodslag
crime_pervertingcourseofjustice	Belemmering van de rechtsgang
crime_contemptofcourt	Minachting van het hof
crime_drunkdisorderlybehaviour	Openbare dronkenschap
crime_escapingfromlawfulcustody	Ontsnappen aan gezag
crime_perjury	Meineed
crime_rioting	Rellen
crime_espionage	Spionage
crime_violentdisorder	Gewelddadig wangedrag
crime_trafficking	Smokkel
crime_armedrobbery	Gewapende overval
crime_robbery	Beroving
crime_carjacking	Gewelddadige autodiefstal
crime_blackmail	Afpersing
crime_handlingstolengoods	Heling
crime_videogamepiracy	Handel in illegale videogames
crime_indievideogamepiracy	Handel in illegale indiegames
crime_shoplifting	Winkeldiefstal
crime_pickpocketing	Zakkenrollen
crime_cartheft	Autodiefstal
crime_rape	Verkrachting
crime_grossindecency	Immoreel gedrag
crime_voyeurism	Voyeurisme

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	Gedood in gevecht met *X
causeofdeath_fight_weapon	Gedood door *X met *W
causeofdeath_fight_prisoner	Vermoord door *X
causeofdeath_fight_prisoner_weapon	Vermoord door *X met *W
causeofdeath_fight_actor	Gedood met *W
causeofdeath_gang	Gedood door lid van rivaliserende bende
causeofdeath_gang_weapon	Gedood door lid van rivaliserende bende met *W
causeofdeath_fire	Gestorven in een brand
causeofdeath_escaping	Gedood door *X tijdens ontsnappingspoging
causeofdeath_escaping_weapon	Gedood door *X met *W tijdens ontsnappingspoging
causeofdeath_mauled	Verscheurd door een waakhond
causeofdeath_snitch	Gedood omdat hij/zij informant was
causeofdeath_exlaw	Gedood omdat hij/zij ex-politieagent was
causeofdeath_copkiller	Gedood door bewakers omdat hij/zij een politieagent heeft vermoord
causeofdeath_explosion	Gestorven in een ontploffing
causeofdeath_electrocution	Gedood door elektrocutie
causeofdeath_starvation	Verhongerd
causeofdeath_virus	Gestorven door infectie
causeofdeath_overdosed	Overdosis gehad
causeofdeath_bledout	Doodgebloed
causeofdeath_riot	Gestorven tijdens oproer
causeofdeath_executed	Geëxecuteerd op de elektrische stoel
causeofdeath_unknown_1	Doodsoorzaak onbekend.
causeofdeath_unknown_2	Ontgrendel Inlichtingen om te bepalen.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	Mutators wijzigen de spelwijze, voegen nieuwe uitdagingen of speelstijlen toe, maar zijn niet altijd in balans.
mutators_random	Willekeurig

mutator_name_bigheads	Modus grote hoofden
mutator_name_moreviolentprisoners	Gewelddadigere gevangenen
mutator_name_noviolentprisoners	Geen gewelddadige gevangenen
mutator_name_fastwalking	Snel lopen
mutator_name_biggerfights	Grotere gevechten
mutator_name_morevolatileprisoners	Wispelturige gevangenen
mutator_name_endlesswinter	Eindeloze winter
mutator_name_norevealedreps	Geen reputaties bekend
mutator_name_allrepsrevealed	Alle reputaties bekend
mutator_name_indestructabletrees	Natuurreservaat
mutator_name_alllegendary	Gevangenis met een grote G
mutator_name_slowdeliveries	Langzame leveringen
mutator_name_fastdeliveries	Snelle leveringen
mutator_name_extremelyneedyprisoners	Behoeftige gevangenen
mutator_name_slowtime	Tijd gaat langzaam
mutator_name_burnthedead	Op de brandstapel
mutator_name_gangwarfare	Bendeoorlog
mutator_name_massescapes	Ik wil hier buiten!
mutator_name_notunnels	Geen tunnels
mutator_name_morecontraband	Meer smokkelwaar
mutator_name_nocontrabandlimits	Geen limieten op smokkelwaar
mutator_name_highdanger	Gevaarzone
mutator_name_superdrugs	Het goede spul!
mutator_name_weirdreputations	Extra reputaties
mutator_name_nopausing	Niet pauzeren
mutator_name_norelease	Geen vrijlatingen
mutator_name_fastrelease	Korte straffen
mutator_name_acidrain	Zure regen
mutator_name_permanentday	Altijd dag
mutator_name_permanentnight	Altijd nacht
mutator_name_spreadingtrees	Wildgroei
mutator_name_contrabanddetectors	Smokkelscanners
mutator_name_superguards	Superbewakers
mutator_name_oldschoolintake	Net zoals vroeger
mutator_name_noclipstaff	Bovennatuurlijk personeel

mutator_tooltip_bigheads	Je gevangenen krijgen een groot hoofd!
mutator_tooltip_moreviolentprisoners	Je krijgt een groter aantal nieuwe gevangenen met gewelddadige neigingen.
mutator_tooltip_noviolentprisoners	Je krijgt alleen gevangenen zonder gewelddadige neigingen.
mutator_tooltip_fastwalking	Iedereen in de gevangenis loopt dubbel zo snel.
mutator_tooltip_biggerfights	Gevangenen gaan sneller meedoen aan gevechten en stoppen minder snel met vechten.
mutator_tooltip_morevolatileprisoners	Ongeveer de helft van je gevangenen wordt wispelturig. Ze maken amok voor hun plezier.
mutator_tooltip_endlesswinter	Brengt het gevreesde effect van blootstelling terug en dompelt de wereld onder in een eindeloze, ijskoude winter. (Geen effect als 'Weer' is uitgeschakeld.)
mutator_tooltip_norevealedreps	Je weet niet meer welke reputatie nieuwe gevangenen hebben wanneer ze de bus uitstappen.
mutator_tooltip_allrepsrevealed	De reputatie van nieuwe gevangenen is altijd zichtbaar wanneer ze uit de bus komen.
mutator_tooltip_indestructabletrees	De plaatselijke natuurbeschermingswet verbiedt je om bomen om te hakken in dit gebied. Je moet eromheen bouwen!
mutator_tooltip_alllegendary	Alle gevangenen zijn legendarisch. Succes!
mutator_tooltip_slowdeliveries	Alles wat je koopt, moet met een vrachtwagen worden geleverd.
mutator_tooltip_fastdeliveries	Je hoeft niet meer op vrachtwagens te wachten. Alles komt direct aan in je gevangenis, als je er tenminste plaats voor hebt.
mutator_tooltip_extremelyneedyprisoners	De behoeften van je gevangenen gaan veel sneller omhoog.
mutator_tooltip_slowtime	De spelklok gaat langzamer, waardoor de dagen veel langer duren.
mutator_tooltip_burnthedead	Iedereen die sterft in je gevangenis, gaat spontaan in vlammen op.
mutator_tooltip_gangwarfare	Er komen alleen nog bendeleden aan in je gevangenis. (Geen effect als 'Bendes' is uitgeschakeld.)
mutator_tooltip_massescapes	De kans is veel groter dat gevangenen een tunnel graven onder je gevangenis en er staan geen limieten meer op ontsnappingstunnels.
mutator_tooltip_notunnels	Gevangenen kunnen geen tunnels graven om te ontsnappen.
mutator_tooltip_morecontraband	Er wordt meer smokkelwaar binnengebracht en de kans is veel hoger dat gevangenen smokkelwaar stelen wanneer ze de kans krijgen.
mutator_tooltip_nocontrabandlimits	Er staan geen limieten meer op het soort smokkelwaar dan in de gevangenis kan worden binnengebracht. Vuurwapens? Zwabbers? Fietspompen?! Niets is onmogelijk.
mutator_tooltip_highdanger	Het gevaar in je gevangenis is altijd op maximumniveau. De kans is veel hoger dat je gevangenen ontvangt die gewelddadig zijn en dat er gevechten ontstaan.
mutator_tooltip_superdrugs	Gevangenen die drugs nemen of alcohol drinken, krijgen een willekeurige reputatie. Hierdoor worden ze moeilijker op te volgen.
mutator_tooltip_weirdreputations	Je gevangenen kunnen een reeks nieuwe reputaties krijgen, waardoor hun gedrag en hun interactie met je gevangenis zal veranderen.
mutator_tooltip_nopausing	Je kunt het spel niet meer pauzeren.
mutator_tooltip_norelease	Gevangenen worden nooit vrijgelaten. Hun straf is eindeloos en van voorwaardelijke vrijlating is geen sprake.
mutator_tooltip_fastrelease	Alle straffen worden verkort, waardoor je vaker afwisseling hebt van gevangenen.
mutator_tooltip_acidrain	Regen en sneeuw brengt schade toe aan gevangenen die buitenkomen. (Geen effect als 'Weer' is uitgeschakeld.)
mutator_tooltip_permanentday	Het wordt nooit donker in je gevangenis. 's Nachts blijft het net zo licht als 's middags!
mutator_tooltip_permanentnight	De zon komt hier nooit op. Het is altijd donker.
mutator_tooltip_spreadingtrees	Bomen groeien overal en sneller dan normaal.
mutator_tooltip_contrabanddetectors	Metaaldetectoren sporen alle soorten smokkelwaar op, maar verbruiken ook 5 keer meer energie.
mutator_tooltip_superguards	Je bewakers zijn het neusje van de zalm, en ze laten niet met zich sollen. Ze zijn groter, sterker, sneller en zien veel meer.
mutator_tooltip_oldschoolintake	Er was eens een volle bus met gevangenen die elke dag aankomt in je gevangenis, of je er klaar voor bent of niet. Welkom terug in de goede oude tijd! Elke dag komt een hele bus vol gevangenen aan, ook als je er geen plaats voor hebt.
mutator_tooltip_noclipstaff	Je personeel kan door muren heen lopen.

mutator_title_extrachallenge	Extra uitdaging
mutator_title_extrachallenge_tooltip	Deze mutators maken je het leven zuur op verschillende manieren. En soms maken ze het je erg moeilijk!
mutator_title_lightentheload	Minder last
mutator_title_lightentheload_tooltip	Deze mutators maken je gevangenis gemakkelijker te beheren of verminderen je last op een of andere manier.
mutator_title_changetherules	Regels vliegen de deur uit
mutator_title_changetherules_tooltip	Deze mutators veranderen de basisregels van het spel ...
mutator_title_somethingdifferent	Het is eens ... iets anders.
mutator_title_somethingdifferent_tooltip	Dit is simpelweg bizar. Het houdt misschien geen steek, maar je leven wordt wel interessanter.

# =============================================================================
# Attract screen
# =============================================================================

attract_pressanykey	Pure willekeur ...

# =============================================================================
# Help warnings
# =============================================================================

help_warning_gangleader	De leider van een gevangenisbende ondergaat momenteel een straf. Jij kiest hoe je dit wilt aanpakken, maar alle bendeleden zullen amok blijven maken terwijl hun leider wordt gestraft.
help_warning_deathrow	Onze eerste gevangene voor de dodencel is net aangekomen. We moeten een ruimte inrichten waar de gevangene gehoord kan worden om in beroep te gaan tegen de doodstraf.
buildtoolbar_walk_speed_Veryfast	Erg snel
codex_load_failed_title	Gevangenis laden
schedule_zone_custom	Personaliseren
reputation_swimmer	Zwemmer
room_Helipad	Helipad
interfacetopbar_tension_hoursonrollcall	+ gevangenen zijn boos over aanwezigheidscontrole
codex_load_failed_message	Kan deze gevangenis niet laden omdat het bestand een fout bevat.
codex_options_enableturbomode	Turbomodus inschakelen
script_error_critical	Er is iets misgegaan.
script_error_critical_msg	Er is iets misgegaan tijdens het uitvoeren van een gamescript.\n\nAls je een mod gebruikt, laat dit dan weten aan de makers van de mod. Vul anders een bugrapport in en voeg je debug.txt toe.
report_staff_group_otherstaff	Overig
needs_help_staffwarmth	Personeel moet warm blijven. Voeg radiatoren toe aan je gevangenis om het aangenamer voor ze te maken.
reputationtooltip_pickpocket	De gevangene heeft vlugge vingers en probeert vaak van iedereen in zijn directe omgeving te stelen.
reputationtooltip_swimmer	Deze gevangene houdt van water.\nOntgrendelt de mogelijkheid om te zwemmen door simpelweg het water in te gaan.\nGevangenen kunnen echter niet oneindig zwemmen.
object_climbingrope	Klimtouw
object_banner	Banner
object_stand	Standaard
room_dock	Aanlegplaats
equipment_rope	Touw
banner_tooltip	Klik op de banner om @WarChildUK te steunen
banner_donate_text	In 2018 is het 100 jaar geleden sinds de wapenstilstand die een eind maakte aan de Eerste Wereldoorlog, maar vandaag de dag worden er meer kinderen getroffen door oorlog dan ooit tevoren in de geschiedenis.\n\nDoe mee met War Child UK en Children in Conflict om geld in te zamelen voor een betere toekomst voor kinderen in oorlogsgebieden.
banner_donate_confirm	Doneren
banner_donate_cancel	Niet nu
causeofdeath_exposure	Doodgevroren
buildtoolbar_popup_obj_guardtower	Een toren waarop scherpschutters (afzonderlijk aanwerven) de gevangenis kunnen bewaken.\n\nSelecteer een bewakingstoren om te zien wat voor bereik een scherpschutter heeft die daar gestationeerd is.
buildtoolbar_popup_obj_showerhead	Houdt gevangenen schoon en verbetert het comfortcijfer van een cel. Vergeet niet een afvoer toe te voegen.
buildtoolbar_popup_obj_medicalbed	Wordt gebruikt om gewonde personeelsleden en gevangenen te genezen. Ziekenhuisbedden zijn ook een bron van smokkelwaar.
