# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	Lijst van wijzigingen
event_infect_entities	Sommige van onze mensen lijken zich een beetje vreemd te gedragen, ze worden traag, staren in de ruimte en hebben rood spul over zich heen.
equipment_Crowbar	Breekijzer
equipment_BarbedWireBat	Knuppel met prikkeldraad
equipment_ModifiedHandgun	Aangepast pistool
equipment_ModifiedAssaultRifle	Aangepast aanvalsgeweer
equipment_ChainsawWeapon	Kettingzaag
object_BountyHunterTrike	Premiejager-trike
d11_staffalert_title_BountyHunter	De gevangenis wordt onder de voet gelopen, we hebben snel hulp nodig om met de ondoden af te rekenen.
object_ZombieChum	Ondoden-aas
buildtoolbar_popup_obj_ZombieChum	Leg een stukje aas neer om de ondoden weg te lokken van de gevangenispopulatie. Absoluut niet van hersenen gemaakt... maar geneest elke gewonde ondode.
object_ornamentalgravestone	Decoratieve grafsteen
buildtoolbar_popup_obj_ornamentalgravestone	Een aandenken aan mensen die zijn heengegaan.
room_graveyard	Kerkhof
quickbuild_graveyard	Kerkhof
buildtoolbar_popup_room_graveyard	De laatste rustplaats voor een aantal van onze bewoners. Of ze willen blijven rusten, is een andere verhaal.
room_empty	Lege kamer
buildtoolbar_popup_room_empty	Je hebt geen muren en deuren meer nodig om je gebieden van elkaar te scheiden. Gebruik deze lege kamer om nieuwe werkgebieden te maken en beveiligingssectoren toe te wijzen.
d11_graveyard_advisor_onboarding	Ik zie... iets van beweging op het kerkhof... nu er geen ruimte meer is, lijken de doden over de aarde te lopen.
object_DistractionContraption	Afleidingsapparaat
buildtoolbar_popup_obj_DistractionContraption	Een geluidsapparaat dat wordt gebruikt om geïnfecteerde eenheden binnen het bereik korte tijd af te leiden. Kan slechts eenmaal per 24 uur worden gebruikt. Het is aanbevolen, maar niet verplicht, om dit item vlak voor middernacht te gebruiken.
d11_cooldown_name_DistractionContraption	Afkoeltijd:
object_Gate	Poort
buildtoolbar_popup_obj_Gate	Een donkere poort.
object_DoubleGate	Dubbele poort
buildtoolbar_popup_obj_DoubleGate	Een dubbele donkere poort.
buildtoolbar_popup_obj_SiberianHusky	Alleen etherisch van uiterlijk. Heeft de neiging zowel gezichten als zichzelf te likken, maar niet altijd in die volgorde.
object_Corgi	Monarch
buildtoolbar_popup_obj_Corgi	Schattig en snoezig. Lage bodemvrijheid voor verbeterde aerodynamica. Verrassend wendbaar.
interface_action_LockPosition	Positie vergrendelen
interface_action_UnlockPosition	Positie ontgrendelen
casueofdeath_drowned	Verdronken
causeofdeath_staffKill	Gedood door personeel.
graph_label_timeFrame	Periode
graph_lastFive	Laatste 5 dagen
graph_lastTen	Laatste 10 dagen
graph_lastTwenty	Laatste 20 dagen
d11_logging_zombified	[*T] *X is een ondode geworden.
d11_logging_infection	[*T] Een ondoden-infectie slaat om zich heen.
d11_logging_graveZombie	[*T] Een ondode is opgestaan uit het graf.
codex_new_zombieOverlay	Ondoden-overlay
codex_new_overlay_only	Alleen overlay
codex_new_overlay_all	Volledig ingeschakeld
codex_tooltip_zombieOverlay	Past een overlay toe om de tint van de game te ondersteunen en zorgt ook voor een visuele storing om belangrijke gebeurtenissen in het spel te markeren.
damage_eaten	*X% gegeten
uniformPack_GraveyardShift	Ondoden-uniformen
uniformPack_GraveyardShift_desc	Wijzigt de uniformen van het personeel uit het basisspel, zodat ze slijtage vertonen.
d11_zombie_advisor_onboarding	Er is iets vreemds aan de hand... vind je dat dat figuur daar er goed uitziet?
d11_prioritise_monitoring	Monitoring prioritiseren
d11_prioritise_monitoring_tooltip	Indien ingeschakeld geven bewakers prioriteit boven andere taken aan het bedienen van beveiligingsitems zoals de monitors van bewakingscamera's.
objective_undeadCount	De Ondoden
objective_undeadCount_infections	Geïnfecteerde eenheden:
objective_undeadCount_undead	Ondode eenheden:
objective_undeadCount_low	Laag niveau:
objective_undeadCount_mid	Gemiddeld niveau:
objective_undeadCount_high	Hoog niveau:
objective_undeadCount_description	Hoewel deze ondode plagen voor een probleempje kunnen zorgen, moet je niet vergeten dat je een uitbetaling ontvangt voor iedere ondode die je in bewaring hebt, op basis van hun niveau... althans, als je ze goed hebt opgesloten.
reports_privilegesPolicy_tooltip_Main	Gebruik dit beleid om te beperken tot welke activiteiten of faciliteiten elk beveilingsniveau toegang heeft. Als een optie is gemarkeerd met een kruis, betekent dit dat ze er toegang toe hebben, anders wordt dit privilege ingeperkt.
victory_adviserwarning_UndeadEscapes1	Ik zag net een paar 'ontsnapte gevangenen'... je moet zorgen dat die... die dingen... het gevangenisterrein niet verlaten. Wie weet wat er gebeurt als er nog meer ontsnappen.
victory_advisernotice_UndeadEscapes1	Ze zijn... met te veel... ze zijn overal. Je hebt je kans gehad om dit te voorkomen en nu zul je de pijn ervaren die je jezelf hebt veroorzaakt.
victory_UndeadEscapes	Ontsnapte ondoden
victory_warning_UndeadEscapes	Jij wordt hiervoor verantwoordelijk gehouden
object_RobotDogDoo	Hondenpoep
interface_action_Rotate	Rotatie
prisonerTracking_AllPrisoners	Alle gevangenen
prisonerTracking_FlightRisk	Ontsnappingsrisico
prisonerTracking_Misconduct	Wangedrag:
buildtoolbar_popup_help_PrisonerTracking_4	^Tips
graph_axis_EscapedUndead	Ontsnapte ondoden
buildtoolbar_popup_room_staffroom	Personeelsleden die moe zijn van hun werk, kunnen hier ontspannen en tot rust komen. Om het personeel op de juiste manier te laten eten, moet de personeelsruimte zijn ingesteld op 'Alleen personeel' (werksector) en zijn verbonden met een keuken om dienbladen te verzamelen en schoon te maken.
d11_nearFuture_advisor_onboarding	Overweeg om gevangenen die zich misdragen uit te rusten met een volgband. We houden ze in de gaten via de beveiligingsruimte.
object_TrackingMonitor	Volgmonitor
buildtoolbar_popup_uts_TrackingMonitor	Vereist voor het volgmenu.\n\n Bediend door een bewaker in een beveiligingsruimte om gevangen met volgbanden in de gaten te houden. Verbind met routers om het bereik te vergroten.
object_HealthMonitor	Levensfunctiemonitor
buildtoolbar_popup_uts_HealthMonitor	Vereist voor het volgmenu.\n\n Houdt de gezondheid en status van je gevangenen in de gaten als ze zijn uitgerust met een volgband. Plaats in een ziekenboeg.
object_Router	Router
buildtoolbar_popup_uts_Router	Vereist voor het volgmenu.\n\n Als je dit voorwerp verbindt met de volgmonitor, worden alle uitgeruste gevangenen binnen hun bereik gevolgd. Het bereik kan individueel worden bekeken of via het volgmenu voor de volledige dekking.
object_VideoCallBooth	Videobelhokje
buildtoolbar_popup_uts_VideoCallBooth	Hiermee kunnen je bezoekers hun geliefden zien, ook al kunnen ze hen niet bezoeken.
object_advancedsearchlight	Geavanceerd zoeklicht
buildtoolbar_popup_uts_advancedsearchlight	Een modern surveillance-apparaat met gezichtsherkenning dat is ontworpen om gevangenen die willen ontsnappen te detecteren en te ontmoedigen. \n\nJe moet een bewakingsmonitor aansluiten op dit voorwerp om het te laten werken
object_MedicalBox	Verbanddoos
buildtoolbar_popup_obj_MedicalBox	Vereist voor het volgmenu.\n\n Bevat 5 volgbanden.
object_TrackingBelt	Volgbanden
interfacecontraband_tracking	Volgen
job_GiveTrackingBelt	Geef gevangene volgband
uniformPack_future	Futuristische uniformen
uniformPack_future_desc	Wijzigt de uniformen van je personeel en gevangenen met een meer futuristisch ontwerp.
policy_staffbreakguards	Bewakers: *P%
policy_staffbreakworkmen	Bouwvakker : *P%
policy_staffbreakcook	Kok: *P%
policy_staffbreakother	Alle overig personeel: *P%
policy_staffbreaks	Pauzes personeel
object_Subwoofer	Subwoofer
buildtoolbar_popup_obj_Subwoofer	Dit robotschepsel is sneller en ziet beter dan een gewone hond. Helaas gaat hij niet zo lang mee.
object_Byte	Byte
buildtoolbar_popup_obj_Byte	De nieuwste trend in detectietechnologie. Hij mag dan zwakker dan andere honden zijn, zijn scherpe zintuigen maken dat helemaal goed.
material_GlassWall	Glazen muur
buildtoolbar_popup_mat_GlassWall	Als je niet het risico wilt lopen dat je gevangenis onbewaakt is, is dit de beste muursoort.
quickbuild_GlassCell	Glazen cel
buildtoolbar_popup_room_GlassCell	Een plek met weinig privacy voor je gevangenen.
material_ElectrifiedFence	Elektrisch hek
buildtoolbar_popup_mat_ElectrifiedFence	Een ontmoediging van hoog voltage. \nKabels voor nodig onder elke vierkante meter.
equipment_keycard	Pasje
object_KeycardDoor	Deur met pasje
buildtoolbar_popup_obj_KeycardDoor	Bewakers met een pasje of gevangenen met een volgband kunnen door deze deur. Wel kan de toegang tot elke deur voor een gevangene worden ingetrokken.
object_KeycardDoorLarge	Grote deur met pasje
buildtoolbar_popup_obj_KeycardDoorLarge	Bewakers met een pasje of gevangenen met een volgband kunnen door deze deur. Wel kan de toegang tot elke deur voor een gevangene worden ingetrokken.
entity_carryingkeycard	Pasje dragen
material_HexagonalTiles	Zeshoekige tegels
buildtoolbar_popup_mat_HexagonalTiles	Vierkanten zijn echt passé. De toekomst is zeshoekig.
material_TriangularTiles	Driehoekige tegels
buildtoolbar_popup_mat_TriangularTiles	Vierkanten zijn echt passé. De toekomst is driehoekig.
schedule_zone_visitoronly	Alleen bezoeker
interfacedeployment_visitoronlyzone	Alleen bezoeker
buildtoolbar_deployment_visitoronlyzone	Een gebied dat speciaal is bedoeld voor bezoekers en burgers dat alleen door hen en het personeel bezocht mag worden.
action_videocall	Naar huis bellen
warden_WardenAlexisLin_name	Alexis Lin
warden_WardenAlexisLin_desc	Gelooft dat technologie de toekomst is. Gerespecteerd door collega's, gevreesd door gevangenen. \n\n-60% langzamere afbouw van onderdrukkingsgraad. \n-Aanstokers verhogen niet de kans dat medegevangenen in de buurt voor problemen zorgen. \n-Verlaagt frequentie van wangedrag van extreem onvoorspelbare gevangenen met 50%.
warden_WardenAlexisLin_desc_short	- Onderdrukkingsgraad wordt 60% langzamer afgebouwd dan normaal.\n-Aanstokers verhogen niet de kans dat medegevangenen in de buurt voor problemen zorgen.\n-Verlaagt de frequentie van wangedrag van extreem onvoorspelbare gevangenen met 50%.
prisonerTracking_Title	Volgmenu
interfacecontraband_PrisonerTracking	Volgmenu
buildtoolbar_contraband_PrisonerTracking	Hiermee kun je je gevangenen in de gaten houden om ervoor te zorgen dat ze gezond zijn en zich niet misdragen. Raadpleeg de hulpfunctie voor meer informatie
prisonerTracking_TrackedPrisoners	Gevolgde gevangenen
prisonerTracking_SubstanceAbuse	Misbruik van middelen
prisonerTracking_Virus	Virus/ziekte
trackingmenu_ViewRange	Bereik schakelen
interface_action_refuseBeltAccess	Toegang band intrekken
prisonerTracking_PrisonersLists	Alle gevangenen\nAls je de gevangenengroep wijzigt, wordt de lijst van gevangenen nog verder verfijnd.\n\nOntsnappingsrisico\nDeze gevangenen overwegen of plannen een ontsnapping.\n\nWangedrag\nAlle gevangenen die zich in de afgelopen 48 uur hebben misdragen.\n\nMisbruik van middelen\nGevangenen die verslaafd zijn geraakt aan verdovende middelen en daardoor het risico op een overdosis lopen.\n\nVirus/ziekte\nDegenen die een bepaalde negatieve gezondheidsstatus hebben gekregen en een gevaar voor zichzelf of anderen kunnen vormen.
d11_trackingMenu_locked	Als je dit wilt gebruiken heeft het menu nodig: \n - Een dokter \n - Een levensfunctiemonitor \n - Een verbanddoos \n - Een volgmonitor en een router.
buildtoolbar_popup_help_PrisonerTracking_1	In het menu met volginformatie worden alle gevangenen in de gevangenis weergegeven. Als je dit wilt gebruiken heb je een dokter, een ziekenboeg met levensfunctiemonitor, een verbanddoos en een beveiligingsruimte met volgmonitor en router nodig.\n
buildtoolbar_popup_help_PrisonerTracking_2	Op deze overzichten kan de speler snel kiezen welke informatie wordt weergegeven en kan gewisseld worden tussen Alles, Ontsnappingsrisico, Wangedrag, Misbruik van middelen en Virus/andere ziektes.\n\n
buildtoolbar_popup_help_PrisonerTracking_3	~Selecteer de gevangene die je in de gaten wilt houden en krijg een melding als hij naar een onderdeel van de gevangenis gaat waar hij niet mag komen of gevaar loopt. Een markering boven hun hoofd geeft hun locatie aan.\n\n
buildtoolbar_popup_help_PrisonerTracking_5	- Zorg ervoor dat je gevangenis veilig is. Bronnen van smokkelwaar verwijderen en controleren om de kans op ontsnappingen of verwondingen van andere gevangenen en personeel te verkleinen.\n
buildtoolbar_popup_help_PrisonerTracking_6	- Creëer programma's en zorg dat je genoeg dokters hebt om gevangenen die middelen misbruiken veilig te houden.\n\n
prisonerTracking_confirm_equip	Gevangene naar ziekenboeg sturen om volgband aan te doen?
prisonerTracking_confirm_unequip	Gevangene naar ziekenboeg sturen om volgband af te doen?
codex_options_clocktype_undead	Ondood (toekomstig)
codex_options_clocktype_future	Toekomstig (analoog)
graph_axis_TotalEscapedUndead	Totaal ontsnapte ondoden
equipment_stunbaton	Stroomstootwapen
finance_cost_stunbaton	Uitrusting: Stroomstootwapen
d11_stun_baton_caption	Stroomstootwapens uitrusten
d11_stun_baton_tooltip	Met deze optie kunnen je bewakers worden uitgerust met een stroomstootwapen dat ze extra ondersteuning geeft bij het in toom houden van opstandige gevangenen. Je hebt er een wapenkamer voor nodig en het kost $*X per bewaker. Naast standaard bewakers beschikt de ME ook over deze nieuwe wapens zonder dat hun optreden meer kost.
dlc_name_futureTech	Future Tech Pack
roomgrading_Cell_HasGlassWalls	[*E] Omgeven door glazen muren
roomgrading_Dormitory_HasGlassWalls	[*E] Omgeven door glazen muren
roomgrading_Canteen_HasGlassWalls	[*E] Omgeven door glazen muren
roomgrading_Gymnasium_HasGlassWalls	[*E] Omgeven door glazen muren
roomgrading_CommonRoom_HasGlassWalls	[*E] Omgeven door glazen muren
roomgrading_Classroom_HasGlassWalls	[*E] Omgeven door glazen muren
trackingMenu_unequipPrisoner	Gevangene band afdoen
d11_staffalert_title_ArmouryPlaced	Stroomstootwapens
d11_staffalert_summary_ArmouryPlaced	Als je ooit vindt dat bewakers iets schokkender te werk mogen gaan, kun je een gevangenisbeleid inschakelen om ze uit te rusten met stroomstootwapens.
objective_Grant_TrackerPilot	Pilotvolgprogramma
objective_Grant_TrackerPilot_description	Een groot technologiebedrijf test een nieuw 'gevangenewelzijnsapparaat' uit. Ze beloven een vergoeding aan elke gevangene die bereid is mee te doen met de test van de apparatuur en de verzamelde gegevens te delen.
objective_Grant_Tracker_Infirmary	Bouw een ziekenboeg
objective_Grant_Tracker_Doctor	Huur een arts in
objective_Grant_Tracker_MedicalBox	Plaats een verbanddoos in de ziekenboeg
objective_Grant_Tracker_HealthMonitor	Plaats een levensfunctiemonitor in de ziekenboeg
objective_Grant_Tracker_Router	Plaats router(s) om volgbereik van gevangene te vergroten
objective_Grant_Tracker_TrackingMonitor	Plaats en verbind een volgmonitor in de beveiligingsruimte
objective_Grant_Tracker_TrackingBelt	Wijs volgbanden toe aan 3 gevangenen via Informatie > Volgmenu
objective_Grant_Tracker_SecurityRoom	Bouw een beveiligingsruimte
buildtoolbar_popup_mat_MurkyWater	Leg beken, rivieren en andere onbegaanbare watergebieden aan.
buildtoolbar_popup_mat_MurkyWaterLarge	Maak grote waterzones, meren en oceanen.
buildtoolbar_popup_mat_MurkyWaterShallow	Maak ondiepe waterzones om mooiere oevers te maken tussen zand- en watervloeren. Je kunt over deze tegels lopen, in tegenstelling tot gewoon water.
buildtoolbar_popup_obj_JungleServingTable	Zet eten op tafel voor je gevangenen.
buildtoolbar_popup_obj_bookshelf	"Maakt cellen comfortabeler en vervult de behoefte aan Vermaak."
object_KayuMalamTree	Kayu malam-boom
buildtoolbar_popup_obj_KayuMalamTree	Een machtige boom met een prachtige donkere kleur. Niet geschikt om een bed van te maken.
object_EbonyLog	Boomstronk van ebbenhout
object_EbonyWood	Ebbenhout
object_TreeVines	Boom (lianen)
buildtoolbar_popup_obj_TreeVines	Dit type boom is een must voor een echte tropische gevangenis.
object_KayuMalamTree	Kayu malam-boom
buildtoolbar_popup_obj_KayuMalamTree	Een machtige boom met een prachtige donkere kleur. Niet geschikt om een bed van te maken.
object_EbonyLog	Boomstronk van ebbenhout
