
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建
crime_indievideogamepiracy	獨立視頻遊戲盜版
crime_shoplifting	商店行竊
crime_pickpocketing	扒竊
crime_cartheft	汽車盜竊
crime_rape	強姦
crime_grossindecency	嚴重猥褻
crime_voyeurism	窺淫癖

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	與 *X 打架鬥毆身亡
causeofdeath_fight_weapon	被 *X 以*W殺害
causeofdeath_fight_prisoner	被 *X 殺害
causeofdeath_fight_prisoner_weapon	被 *X 以*W殺害
causeofdeath_fight_actor	被*W 殺害
causeofdeath_gang	被敵對幫派分子殺害
causeofdeath_gang_weapon	被敵對幫派分子以*W殺害
causeofdeath_fire	火災身亡
causeofdeath_escaping	逃獄時被 *X 殺死
causeofdeath_escaping_weapon	逃獄時被 *X 以*W殺死
causeofdeath_mauled	被警犬咬死
causeofdeath_snitch	因告密而遭到殺害
causeofdeath_exlaw	因身為前執法人員而遭到殺害
causeofdeath_copkiller	因殺警而遭守衛殺害
causeofdeath_explosion	爆炸身亡
causeofdeath_electrocution	電刑身亡
causeofdeath_starvation	餓死
causeofdeath_virus	感染身亡
causeofdeath_overdosed	用藥過量
causeofdeath_bledout	失血過多身亡
causeofdeath_riot	暴動中身亡
causeofdeath_executed	電椅死刑
causeofdeath_unknown_1	死因不明
causeofdeath_unknown_2	解鎖情報功能以判斷。


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	設定器會變更遊戲模式，添加新的挑戰或遊戲方式，但比例不一定平衡。
mutators_random	隨機

mutator_name_bigheads	大頭模式
mutator_name_moreviolentprisoners	更多暴力的囚犯
mutator_name_noviolentprisoners	非暴力囚犯
mutator_name_fastwalking	快走
mutator_name_biggerfights	更激烈的抗爭
mutator_name_morevolatileprisoners	陰晴不定的囚犯
mutator_name_endlesswinter	無盡的冬天
mutator_name_norevealedreps	不顯示名聲
mutator_name_allrepsrevealed	顯示所有名聲
mutator_name_indestructabletrees	自然保護區
mutator_name_alllegendary	老大當家
mutator_name_slowdeliveries	到貨速度慢
mutator_name_fastdeliveries	到貨速度快
mutator_name_extremelyneedyprisoners	高需求囚犯
mutator_name_slowtime	放慢時間
mutator_name_burnthedead	焚燒死者
mutator_name_gangwarfare	幫派鬥爭
mutator_name_massescapes	讓我出去！
mutator_name_notunnels	沒有隧道
mutator_name_morecontraband	更多違禁品
mutator_name_nocontrabandlimits	無違禁品限制
mutator_name_highdanger	危險區域
mutator_name_superdrugs	爽翻天！
mutator_name_weirdreputations	額外的名聲
mutator_name_nopausing	禁止暫停
mutator_name_norelease	禁止釋放
mutator_name_fastrelease	短暫刑期
mutator_name_acidrain	酸雨
mutator_name_permanentday	永日
mutator_name_permanentnight	永夜
mutator_name_spreadingtrees	恣意生長
mutator_name_contrabanddetectors	違禁品掃描器
mutator_name_superguards	超級警衛
mutator_name_oldschoolintake	舊式收容所
mutator_name_noclipstaff	幽靈員工

mutator_tooltip_bigheads	讓你的囚犯變成大頭！
mutator_tooltip_moreviolentprisoners	大幅增加你會接收的暴力囚犯數量。
mutator_tooltip_noviolentprisoners	只接受無暴力傾向的囚犯
mutator_tooltip_fastwalking	你監獄裡的每個人走動速度都快了一倍。
mutator_tooltip_biggerfights	這會讓囚犯打架的機會大幅提高，而且停手的機會降低。
mutator_tooltip_morevolatileprisoners	讓大概一半的囚犯擁有陰晴不定的特質，會讓他們為了找樂子惹事生非。
mutator_tooltip_endlesswinter	重新啟用讓人恐懼的曝光效果，讓世界進入永凍狀態。（如果停用「天氣」設定，則不會發生作用。）
mutator_tooltip_norevealedreps	你對下車囚犯的名聲一無所知。
mutator_tooltip_allrepsrevealed	下車的囚犯永遠會顯示他們的名聲。
mutator_tooltip_indestructabletrees	本地的保育法代表本區禁止砍伐樹木。你必須繞過它們施工！
mutator_tooltip_alllegendary	所有囚犯都是傳奇人物。祝你好運！
mutator_tooltip_slowdeliveries	你買的每個東西都需要用卡車載來。
mutator_tooltip_fastdeliveries	不用再等待卡車了，只要你有空間，任何東西都會直接抵達監獄。
mutator_tooltip_extremelyneedyprisoners	你的囚犯需求會以更快的速度提高。
mutator_tooltip_slowtime	讓遊戲時間變慢，那一天變得更長。
mutator_tooltip_burnthedead	任何在監獄裡被殺的人都會馬上化成一團火焰。
mutator_tooltip_gangwarfare	只有幫派人士會來到你的監獄。（若停用「幫派」功能，則不會發生作用。）
mutator_tooltip_massescapes	移除對逃獄地道的尋常限制，囚犯更有可能會試著挖地道逃獄。
mutator_tooltip_notunnels	囚犯無法挖地道。
mutator_tooltip_morecontraband	更多違禁品被夾帶進監獄了，囚犯更有可能趁機偷取違禁品。
mutator_tooltip_nocontrabandlimits	移除對可以進入監獄的違禁品種類的限制。槍？拖把？筆記板？！全都一樣。
mutator_tooltip_highdanger	你監獄的危險水平永遠是最大值，你更有可能要面對暴力的囚犯，而且他們更可能會大打出手。
mutator_tooltip_superdrugs	吸毒或喝酒的囚犯會隨機獲得名聲，讓他們越來越難應付。
mutator_tooltip_weirdreputations	為囚犯解鎖不同的名聲，這會改變他們的行為，以及他們在監獄裡的互動方式。
mutator_tooltip_nopausing	移除遊戲時暫停時鐘的能力。
mutator_tooltip_norelease	囚犯永遠不會被釋放，他們的刑期無比漫長，也不能假釋。
mutator_tooltip_fastrelease	所有刑期都會變得很短，意味著囚犯的更迭率會加快。
mutator_tooltip_acidrain	讓雨和雪對待在外面的囚犯造成傷害。（如果停用「天氣」設定，則不會發生作用。）
mutator_tooltip_permanentday	你的監獄永遠光明，午夜和中午一樣明亮！
mutator_tooltip_permanentnight	太陽永不在此升起。你的監獄將永遠籠罩在黑暗中。
mutator_tooltip_spreadingtrees	樹木會蔓延，而且成長速度異常地快。
mutator_tooltip_contrabanddetectors	金屬探測器會監測到各種類型的違禁品，但是用電量會漲五倍。
mutator_tooltip_superguards	你的警衛是最頂尖的，他們做事毫不含糊。他們更高大、強壯、速度更快、觀察力更敏銳。
mutator_tooltip_oldschoolintake	很久以前，每天都會有一輛載滿囚犯的巴士抵達監獄，不管你想不想要。來回味一下美好的往日時光吧！每一天，你都會有一整車的囚犯，不論你是否有空間接納他們。
mutator_tooltip_noclipstaff	你的工作人員可以穿牆。

mutator_title_extrachallenge	額外的挑戰
mutator_title_extrachallenge_tooltip	這些設定器會在許多層面讓你的生活更難過。有時候效果會很顯著！
mutator_title_lightentheload	減輕負擔
mutator_title_lightentheload_tooltip	這些設定器會讓你的監獄更容易管理，或者在某些地方降低困難度。
mutator_title_changetherules	改變規則
mutator_title_changetherules_tooltip	這些設定器會改變遊戲的某些基礎規則，
mutator_title_somethingdifferent	不一樣的...東西
mutator_title_somethingdifferent_tooltip	這很怪異。也許毫無道理，但會讓你的生活更有趣。

# =============================================================================
# Attract screen
# =============================================================================

attract_pressanykey	請按任何鍵...

# =============================================================================
# Help warnings
# =============================================================================

help_warning_gangleader	監獄裡其中一個幫派領袖正在接受懲罰。你可以決定如何進行，但是在執行懲罰時，他的所有幫派成員會惹出一堆麻煩。
help_warning_deathrow	我們的第一個死刑犯剛抵達。我們必須確認假釋室設定了死刑上訴計畫，他們才能在此舉行上訴聽證會。


interfacetopbar_tension_recentpunishments	[[OsdSubIconSadFace]] 最近已經宣佈 *X 項懲罰
buildtoolbar_walk_speed_Veryfast	非常快
codex_load_failed_title	載入監獄
schedule_zone_custom	定制
reputation_swimmer	游泳者
room_Helipad	直升機停機坪
interfacetopbar_tension_hoursonrollcall	+ 名囚犯對列隊點名感到不滿
codex_load_failed_message	監獄檔案損壞，無法載入。
script_error_critical	出了點問題。
script_error_critical_msg	執行遊戲指令碼時出了點問題。\n\n如果你正在執行模組，請告知該模組作者。或者請提交一份包括 debug.txt 在內的錯誤報告。
report_staff_group_otherstaff	其他
reputationtooltip_pickpocket	這名囚犯長了三隻手，誰要是倒了大楣在他附近，保準被偷個精光。
reputationtooltip_swimmer	這個囚犯深諳水性。\n只要進入水裡就能解鎖游泳技能，\n但囚犯無法不停地游泳。
object_climbingrope	攀爬繩
object_banner	廣告欄
object_stand	架子
room_dock	碼頭
equipment_rope	繩子
banner_tooltip	按一下廣告欄支持 @WarChildUK
banner_donate_text	2018 年是第一次世界大戰停戰協議簽署 100 週年，但如今受戰爭影響的兒童比歷史上任何時候都要多。\n\n為英國戰爭兒童 (War Child UK) 組織和衝突中兒童 (Children in Conflict) 基金籌集善款，為籠罩在戰爭陰影中的兒童構築一個光明的未來。
banner_donate_confirm	捐贈
banner_donate_cancel	暫時不用
buildtoolbar_popup_obj_guardtower	一座高塔，供你的狙擊手（需單獨雇傭）監視監獄。\n\n選擇警戒塔以查看狙擊手在塔中的射程。
buildtoolbar_popup_obj_showerhead	保持囚犯乾淨，並提高牢房舒適度。別忘了加個排水管。
buildtoolbar_popup_obj_medicalbed	用於治療受傷的工作人員和囚犯。醫療床也是違禁品的來源之一。
buildtoolbar_popup_obj_phonebooth	囚犯可能想與家人通話，這些便利的公用電話亭可實現其願望。
buildtoolbar_popup_obj_radio	在監獄中度日如年，讓囚犯聽他們最愛的男團音樂。
buildtoolbar_popup_staff_workman	將根據您提供的規劃，構建您的監獄。工人們還會拆除或拆卸建築或物體，並裝載或卸載貨物。
buildtoolbar_popup_staff_warden	監獄的最高監管者。典獄長將解鎖行政樹，允許你雇用高級工作人員，這反過來又會開啟新的津貼任務、勞動、安全和防禦選項。\n\n雇用典獄長也將解鎖監獄的管理制度。
buildtoolbar_popup_staff_chief	高級工作人員，可讓你存取重要的保全選項，包括槍械庫、部署、情報和監控等。主管可以解鎖雇用武裝警衛和狙擊手的功能。
buildtoolbar_popup_staff_foreman	高級工作人員，讓您能夠獲得清潔工和園丁，並創造新的獄中勞役選項。
buildtoolbar_popup_staff_psychologist	高級工作人員，讓您深入瞭解囚犯的內心世界，解鎖需求報告，其中強調了囚犯的滿意程度。
buildtoolbar_popup_staff_accountant	高級工作人員，可出具財務報告。會計師可讓你進行貸款，減少稅款支付，並根據需要擴大地塊。
buildtoolbar_popup_staff_lawyer	高級工作人員，幫助您變通規則，從而加強對監獄的掌控律師可以減輕出現不良表現或行為的後果。死刑犯需要有律師。
buildtoolbar_popup_staff_sniper	守衛塔無人時，訓練有素的射手將自動上崗。在射擊目標前，會先數次鳴槍警告在監獄內製造麻煩的囚犯。\n\n狙擊手如果發現囚犯試圖逃跑，可能會痛下殺手。啟用或停用自由開火將改變特定情況下的武力水準。
