# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新記錄
objective_HelpCrookedGuards_Description	雖然我們希望勇敢的員工們公正廉潔、剛正不阿，但不幸的是，現實情況並非總是如此。
objective_HelpCrookedGuards_child_1	警衛賄賂
objective_HelpCrookedGuards_child_1_Description	囚犯可以賄賂普通警衛，受賄警衛會在48小時內調查其他囚犯的不當行為。此外，即使發現行賄囚犯有違禁品也不會沒收，他們還會在幫派爭奪地盤時插手協助。幸運的是，線人可以指出可疑的警衛，讓玩家有機會開除腐敗的警衛。
objective_HelpCrookedGuards_child_2	警衛腐敗
objective_HelpCrookedGuards_child_2_Description	某些警衛可能會因為與幫派成員接觸過多而變得腐敗，為幫派走私違禁品換取酬勞。線人可以指出可疑的警衛，而違禁品探測器和警犬也可以發現他們隨身攜帶的違禁品。
objective_HelpGangIntelligence	幫派情報
objective_HelpGangIntelligence_Description	監獄中到處都在上演著不當行為，因此情報是保證設施安全的關鍵。幫派情報選單可提供監獄內每個幫派的資訊，列出每個幫派的成員數量、資金情況，以及入獄以來的不當行為總數。選單還會顯示幫派參與的任何課程或活動，以此展示每個幫派的危險程度。
objective_HelpSecurityOptions	保全選項
objective_HelpSecurityOptions_Description	「重點囚犯」名單將在新選單中列出，其中所有囚犯都被認為對他人構成威脅或自身受到威脅。透過此選單，你可以標記出需要給予額外關注的囚犯，方便在正常遊戲過程中對其加強看管，也便於在其他遊戲行為過程中重點關照；另外選單中還會顯示其他行動，如限制囚犯進入特定區域，將囚犯群體轉移到特定的安全級別，甚至將問題囚犯轉送其他監獄，儘管這樣做需要支付巨額罰款。
objective_HelpPrograms_Description	為了幫助保護和管理囚犯，警衛現在可以接受新培訓，經過訓練後，警衛可輕鬆繳械囚犯。囚犯也有可參加的新課程。娛樂課程有助於囚犯完成改造，還能幫助囚犯平靜下來，減輕身上的壓力。改造課程有助於囚犯遠離幫派活動，讓他們以更加平靜和建設性的方式度過自己的刑期。
objective_grant_positiveEnergyGrant	正能量
objective_grant_positiveEnergyGrant_Description	幫派成員需要把注意力（和精力）集中到運動而不是暴力上。研究表明，運動可以減少暴力行為。在院子裡設置一些戶外運動器材。
objective_grant_positiveEnergyGrant_bench	添置舉重床
objective_grant_advancedProtectionGrant	進階保護
objective_grant_advancedProtectionGrant_Description	應付組織化的幫派時，員工保護至關重要，必須確保員工訓練完備，能夠在最大程度上保護他們的安全。
objective_grant_advancedProtectionGrant_training	成功培訓20名警衛完成「繳械認證」。
objective_grant_gangWelfareGrant	幫派幫扶
objective_grant_gangWelfareGrant_Description	將幫派鬥爭轉變為幫派幫扶是重中之重。幫派成員透過參與幫扶課程，有助於他們脫離幫派生活改過自新。
objective_grant_gangWelfareGrant_exGangMembers	成功將15名幫派成員改造為前幫派成員。
objective_grant_exGangProtectionGrant	前幫派成員保護課程
objective_grant_exGangProtectionGrant_Description	政府提議出資建立重點保護側翼，以保護改造過程中的前幫派成員。
objective_grant_protectionCells	在重點保護區建造10間牢房
objective_grant_protectionShower	在重點保護區建造淋浴間
objective_grant_protectionCanteen	在重點保護區建造餐廳
objective_grant_protectionKitchen	在重點保護區建造廚房
objective_grant_protectionYard	在重點保護區建造庭院
objective_grant_protectionGuards	分配一名警衛至重點保護區
objective_grant_protectionExGang	將1名前幫派成員分配至重點保護保全級別
grant_category_adminHired	管理者已聘用：
reformprogram_TattooRemovalProgram	紋身去除課程
reformprogram_TattooRemovalProgram_text	如果囚犯後悔紋身，可以透過提供去除紋身的課程來幫助他們改造。完成課程將使他們成為目標囚犯。
reformprogram_HandToHandCombat	繳械認證
reformprogram_HandToHandCombat_text	遇強則強。訓練警衛繳械囚犯所需的進階技能。
reformprogram_GangRehabilitation	幫派改造
reformprogram_GangRehabilitation_text	如果幫派成員在監獄裡製造了過多的麻煩，嘗試讓他們完成此培訓課程。這是他們與幫派斷絕關係、翻開新篇章的第一步。完成課程將使他們成為目標囚犯。推薦類型：暴力和毀壞公物。
reform_program_intake_ReferralGangViolenceDestruction	移交：僅限暴力和毀壞公物的幫派。
reform_program_intake_GangOnly	僅限幫派
reformprogram_FaithProgram	信仰課程
reformprogram_FaithProgram_text	囚犯參與此集中課程後，更有可能主動放棄他們的不良生活方式，擁抱更好的生活。囚犯在完成課程後可能會與幫派斷絕聯繫。
reformprogram_BreatheProgram	呼吸療法
reformprogram_BreatheProgram_text	教你的囚犯如何呼吸和放鬆。每節課結束後，囚犯會感覺平靜很多，他們甚至可能會考慮表現得更好。
reformprogram_FightClub	搏擊俱樂部
reformprogram_FightClub_text	訓練課程的目標是引導囚犯在受控環境中發洩破壞性能量。課程結束後，囚犯可能會因為過於疲勞而無力參與鬥毆。等等，第一條規則是什麼來著？
reform_program_properties_TeacherUsesSameEquipment	教師需要*X
reform_program_properties_GangMemberCanAttend	幫派成員可參加
gang_vipers	毒蛇幫
gang_bonebreakers	碎骨幫
gang_jackals	豺狼幫
gang_red	紅幫
gang_blue	藍幫
gang_yellow	前幫派成員
objective_GangDemand	幫派需求
objective_GangDemand_description	膽大妄為的幫派頭目會提出一系列要求，以改善監獄生活品質。如果不能滿足他們的要求，可能會導致暴亂，確保監獄為此做好準備。
GangDemand_announcement	如果拒絕接受幫派成員提出的要求，他們將製造許多麻煩。
objective_Gang_ContrabandToolsPunishment_child	*G-將找到工具的懲罰持續時間減少至*X小時。
objective_Gang_ContrabandToolsPunishment_Escalated_child	*G-免去找到工具帶來的懲罰
objective_Gang_MurderPunishment_child	*G-將謀殺的懲罰減少至*X小時。
objective_Gang_MurderPunishment_Escalated_child	*G-將謀殺的懲罰減少至*X小時。
objective_Gang_MoreYardTime_child	*G-將日程表庭院時間增加至*X小時。
objective_Gang_MoreYardTime_Escalated_child	*G-將日程表庭院時間增加至*X小時。
objective_Gang_PullUpBars_child	*G-擁有*X個引體向上桿。
objective_Gang_PullUpBars_Escalated_child	*G-擁有*X個引體向上桿。
objective_Gang_TyreApparatus_child	*G-擁有*X輪胎器械。
objective_Gang_TyreApparatus_Escalated_child	*G-擁有*X輪胎器械。
objective_Gang_PunchBag_child	*G-擁有*X個沙袋。
objective_Gang_PunchBag_Escalated_child	*G-擁有*X個沙袋。
objective_Gang_PushUpStones_child	*G-擁有*X個俯臥撐石。
objective_Gang_PushUpStones_Escalated_child	*G-擁有*X個俯臥撐石。
objective_Gang_RequireYard_child	*G-擁有一個*X。
objective_Gang_RequireYard_Escalated_child	*G-擁有一個*X。
objective_Gang_RequireLibrary_child	*G-擁有一個*X。
objective_Gang_RequireLibrary_Escalated_child	*G-擁有一個*X。
objective_Gang_RequireMailRoom_child	*G-擁有一個*X。
objective_Gang_RequireMailRoom_Escalated_child	*G-擁有一個*X。
d11_gangdemand_success	我們成功處理了這種情況，拿到了一筆錢。
d11_gangdemand_fail	確保這種情況不會再發生。
d11_gangCompensation	幫派補償
d11_gang_goal	幫派目標：
d11_gang_jackals_goal	監獄控制
d11_gang_traits	幫派特點：
d11_gang_officer	幫派幹部：
d11_gang_territories	轄區：
d11_gang_kills	幫派謀殺：
d11_heatmap_gang	牽涉幫派：
d11_heatmap_day	發生日期：
d11_heatmap_time	發生時間：
d11_gang_event_pr.gf	幫派打鬥
d11_gang_event_g.tc	轄區變動
gangSegregationMessage	選擇通常允許哪些幫派進入特定區域。
interfacedeployment_GangSegregation	幫派隔離
buildtoolbar_deployment_GangSegregation	為了在一定程度上控制幫派聚集，可以將成員分配到不同的生活空間，讓他們彼此遠離，避免出現不必要的騷動。
research_StaffVetting	員工審查
researchtooltip_StaffVetting	降低新警衛變腐敗的可能性。解鎖「警衛調查」後，可借助秘密線人提供的情報揪出腐敗警衛。
buildtoolbar_GuardInvestigation	警衛調查
buildtoolbar_tooltip_GuardInvestigation	與秘密線人和保全主管合作，共同調查警衛，揪出腐敗問題。你的活躍秘密線人覆蓋範圍越大，就能揭露越多腐敗警衛。警長不能主持課程或參與行刑。
buildtoolbar_CI_requirement	至少一名秘密線人
guardinvestigation_underway	警衛調查正在進行
guardinvestigation_investigated	已調查*A/*B名警衛
informant_investigating	調查中
crookedguard_fired_reward	腐敗警衛已開除
crookedguard_advisor_onboarding	我們發現一名腐敗警衛與幫派竄通。我已在「報告」視窗中的「員工」標籤將其標出。記得把他給開除。
buildtoolbar_popup_staff_doghandler	警犬訓練師和他們的工作犬可以在囚犯近距離經過時發現他們身上的違禁品。
buildtoolbar_popup_staff_kimber_doghandler	警犬訓練師和他們的工作犬可以在囚犯和腐敗警衛近距離經過時發現他們身上的違禁品。
d11_prisoner_replacement	囚犯替換
d11_prisoner_replacement_tooltip	囚犯人數被補充至所期望的數量，而安全級別的比率盡可能保持不變。超出規定數量的囚犯均需按照標準系統提出申請
job_cleanupobject	清理*X
interfacetopbar_tension_angrygangmembersgraffiti	+*X名幫派成員非常生氣（塗鴉清除）
interfacetopbar_tension_angrygangmembersleadercell	+*X名幫派成員非常生氣（頭目轉移至條件較差的牢房）
research_CCTVImprovement	閉路電視監控系統升級
researchtooltip_CCTVImprovement	提高閉路電視監控系統使用效率。能夠看到閉路電視監控系統視線，並且能發現視野中行為不端的囚犯
d11_cctv_cone	閉路電視監控系統視線
d11_toggle_cctv_cone_detail	切換閉路電視監控系統視線
d11_left_click_to_clean	點選左鍵清理
d11_gang_graffiti_message	幫派會標記屬於他們的地盤，在守衛己方地盤時會更加兇猛。派清潔工在安全的情況下清理混亂場面。清理標記會引起幫派成員不滿，他們甚至可能伺機報復。
d11_gangBulkIntake_advisor_onboarding	監獄委員會正在將問題囚犯轉移到其他管理更嚴格的監獄，我相信你能輕鬆處理這些新來的囚犯。目前我們計畫每星期進行一次囚犯審查。
d11_gangBulkIntake_staffAlert	幫派成員接收囚車即將抵達
d11_gangdealer_advisor_onboarding	我們在幫派地盤發現了一名貿易商，並從他那裡搜刮了一大筆錢。
d11_CI_advisor_onboarding	與秘密線人合作，揪出腐敗的警衛。線人會被送往警長辦公室分享他們掌握的情報。確保招募幾名秘密線人，點選「情報」選單上的(?)圖示獲取詳細資訊。
d11_LeaderAssassination_advisor_onboarding	幫派變得過於激進，他們正計畫暗殺另一個幫派頭目。如果成功，他們目前的地盤便能得到擴張。
d11_GangTargetting_advisor_onboarding	幫派成員因共同價值觀而聚在一起，有時他們也憎恨某些犯罪行為，因此會針對犯有此類罪行的囚犯。
d11_staffalert_title_making_move	幫派即將展開行動。
d11_staffalert_summary_making_move	我們得到情報，有幫派將要展開行動。
d11_staffalert_summary_gangdealer	發現一名貿易商，你獲得500美元獎勵
d11_staffalert_summary_TerritoryPlacement	此房間已被幫派佔據，對於工作人員來說過於危險。立刻把他們撤出。
crisisSector_CustomSearchArea	自訂搜查區域
crisisSector_ScheduleSearch	自訂排程
schedulesearch_menu_TargettedArea	目標區域
schedulesearch_menu_StartTime	開始時間
schedulesearch_menu_ExistingSchedule	現有排程
schedulesearch_menu_CurrentTime	目前時間
schedulesearch_menu_CurrentFrequency	目前頻率
crisisSector_UnlockedOnly	僅已解鎖
schedulesearch_menu_SaveSelection	儲存選擇
reputation_Recruiter	招募者
reputationtooltip_Recruiter	此類囚犯如果屬於某個幫派，會更有可能接收其他囚犯加入他的幫派。
reputationtooltip_Resourceful	此類囚犯會花更多時間讀書，還知道違禁品藏在哪裡，並且會截獲違禁品交給自己的幫派。
reputation_ExGangMember	前幫派成員
reputationtooltip_ExGangMember	此類囚犯決定脫離幫派生活，但所在幫派對此十分不滿。
reputation_CunninglyBrutal	陰險毒辣
reputationtooltip_CunninglyBrutal	毒蛇幫會在保全盲區襲擊目標囚犯。
reputation_SneakThief	偷雞摸狗
reputationtooltip_SneakThief	所有豺狼幫成員無論聲譽如何，都會扒竊他人物品。
reputation_BattleTendency	好勇鬥狠
reputationtooltip_BattleTendency	如果監獄側翼中豺狼幫人數多於警衛，他們會對側翼工作人員更加暴力。
reputation_DisrepectSurroundings	破壞者
