
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nouvelle
crime_possessionintenttosupply	Possession et intention de vente
crime_forgery	Contrefaçon
crime_fraud	Fraude
crime_counterfeightingcurrency	Faux-monnayage
crime_falseaccounting	Falsification comptable
crime_insidertrading	Délits d'initié
crime_moneylaundering	Blanchiment d'argent
crime_aggravatedvehicletheft	Vol de véhicule aggravé
crime_joyriding	Joyride
crime_dangerousdriving	Conduite dangereuse
crime_deathbydangerousdriving	Homicide par conduite dangereuse
crime_drivingunderinfluence	Conduite en état d'ébriété
crime_kidnapping	Enlèvement
crime_falseimprisonment	Séquestration
crime_torture	Torture
crime_assault	Agression
crime_aggravatedassault	Agression aggravée
crime_assaultinganofficer	Voies de fait contre agent de la paix
crime_greviousbodilyharm	Coups et blessures
crime_murder	Meurtre
crime_attemptedmurder	Tentative de meurtre
crime_manslaughter	Homicide
crime_pervertingcourseofjustice	Entraves à la justice
crime_contemptofcourt	Outrage au tribunal
crime_drunkdisorderlybehaviour	Débordements en état d'ébriété
crime_escapingfromlawfulcustody	Évasion d'une garde légale
crime_perjury	Parjure
crime_rioting	Émeute
crime_espionage	Espionnage
crime_violentdisorder	Désordres violents
crime_trafficking	Trafic
crime_armedrobbery	Vol à main armé
crime_robbery	Vol
crime_carjacking	Piraterie routière
crime_blackmail	Chantage
crime_handlingstolengoods	Recel
crime_videogamepiracy	Piratage de jeux vidéo
crime_indievideogamepiracy	Piratage de jeux vidéo indépendants
crime_shoplifting	Vol à l'étalage
crime_pickpocketing	Vol à la tire
crime_cartheft	Vol de voitures
crime_rape	Viol
crime_grossindecency	Outrage à la pudeur
crime_voyeurism	Voyeurisme

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	Tué-e lors d'un combat avec *X
causeofdeath_fight_weapon	Tué-e par *X avec *W
causeofdeath_fight_prisoner	Assassiné-e par *X
causeofdeath_fight_prisoner_weapon	Assassiné-e par *X avec *W
causeofdeath_fight_actor	Tué-e avec *W
causeofdeath_gang	Tué-e par un membre d'un gang rival
causeofdeath_gang_weapon	Tué-e par un membre d'un gang rival avec *W
causeofdeath_fire	Mort-e dans un incendie
causeofdeath_escaping	Tué-e par *X pendant sa tentative d'évasion
causeofdeath_escaping_weapon	Tué-e par *X avec *W pendant sa tentative d'évasion
causeofdeath_mauled	Tué-e par un chien de garde
causeofdeath_snitch	Tué-e pour avoir balancé
causeofdeath_exlaw	Tué-e pour avoir fait partie des forces de l'ordre
causeofdeath_copkiller	Tué-e par les gardes pour avoir tué un flic
causeofdeath_explosion	Tué-e dans une explosion
causeofdeath_electrocution	Tué-e par électrocution
causeofdeath_starvation	Mort-e de faim
causeofdeath_virus	Mort-e de maladie
causeofdeath_overdosed	Mort-e d'overdose
causeofdeath_bledout	Mort-e d'hémorragie
causeofdeath_riot	Tué-e durant une émeute
causeofdeath_executed	Exécuté par chaise électrique
causeofdeath_unknown_1	Cause du décès inconnue
causeofdeath_unknown_2	Débloquez « Renseignement » pour la déterminer.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	Les mutations modifient le gameplay, ajoutent de nouveaux défis ou de nouveaux styles de jeu, mais ne sont pas toujours équilibrées.
mutators_random	Aléatoire

mutator_name_bigheads	Mode grosse tête
mutator_name_moreviolentprisoners	Plus de prisonniers violents
mutator_name_noviolentprisoners	Aucun prisonnier violent
mutator_name_fastwalking	Marche rapide
mutator_name_biggerfights	Bagarres plus importantes
mutator_name_morevolatileprisoners	Prisonniers volatiles
mutator_name_endlesswinter	Hiver sans fin
mutator_name_norevealedreps	Pas de réputations révélées
mutator_name_allrepsrevealed	Toutes les réputations révélées
mutator_name_indestructabletrees	Parc naturel
mutator_name_alllegendary	La GRANDE maison
mutator_name_slowdeliveries	Livraisons lentes
mutator_name_fastdeliveries	Livraisons rapides
mutator_name_extremelyneedyprisoners	Prisonniers ayant des besoins
mutator_name_slowtime	Temps ralenti
mutator_name_burnthedead	Brûlez les cadavres
mutator_name_gangwarfare	Guerre des gangs
mutator_name_massescapes	Sortez-moi de là !
mutator_name_notunnels	Pas de tunnels
mutator_name_morecontraband	Plus de contrebande
mutator_name_nocontrabandlimits	Pas de limites sur la contrebande
mutator_name_highdanger	Zone de danger
mutator_name_superdrugs	C'est de la bonne !
mutator_name_weirdreputations	Plus de réputations
mutator_name_nopausing	Pas de pause
mutator_name_norelease	Pas de libération
mutator_name_fastrelease	Peines courtes
mutator_name_acidrain	Pluie acide
mutator_name_permanentday	Jour éternel
mutator_name_permanentnight	Nuit éternelle
mutator_name_spreadingtrees	Croissance sauvage
mutator_name_contrabanddetectors	Scanneurs de contrebande
mutator_name_superguards	Super-gardes
mutator_name_oldschoolintake	Admissions à l'ancienne
mutator_name_noclipstaff	Personnel fantomatique

mutator_tooltip_bigheads	Donne une grosse tête à vos prisonniers !
mutator_tooltip_moreviolentprisoners	Augmente fortement le nombre de prisonniers aux tendances violentes que vous recevrez.
mutator_tooltip_noviolentprisoners	Vous ne recevrez aucun prisonnier violent.
mutator_tooltip_fastwalking	Tout le monde dans votre prison se déplace deux fois plus vite.
mutator_tooltip_biggerfights	Rend les prisonniers plus enclins à participer aux bagarres et moins enclins à esquiver une bagarre.
mutator_tooltip_morevolatileprisoners	Donne le trait Volatile à environ la moitié de vos prisonniers, ce qui les rend plus enclins à causer des problèmes parce que ça les amuse.
mutator_tooltip_endlesswinter	Ramène le terrifiant effet de statut d'exposition et plonge le monde dans un hiver glacial sans fin. (Aucun effet si la météo est désactivée.)
mutator_tooltip_norevealedreps	Vous ne saurez rien de la réputation des prisonniers qui descendent du bus.
mutator_tooltip_allrepsrevealed	La réputation des prisonniers qui descendent du bus sera toujours visible.
mutator_tooltip_indestructabletrees	Les lois locales de préservation de la nature vous empêchent de couper les arbres de la zone. Vous devrez donc construire autour d'eux !
mutator_tooltip_alllegendary	Tous les prisonniers sont légendaires. Bonne chance !
mutator_tooltip_slowdeliveries	Tout ce que vous achetez doit être livré par camion.
mutator_tooltip_fastdeliveries	Plus besoin d'attendre les camions, tout arrive directement dans votre prison dès que vous avez la place de le stocker.
mutator_tooltip_extremelyneedyprisoners	Les besoins de vos prisonniers augmenteront bien plus rapidement.
mutator_tooltip_slowtime	Ralentit l'horloge du jeu, ce qui rend les jours bien plus longs.
mutator_tooltip_burnthedead	Toute personne tuée dans votre prison s'enflammera spontanément.
mutator_tooltip_gangwarfare	Seuls des membres de gang arriveront dans votre prison. (Aucun effet si les gangs sont désactivés.)
mutator_tooltip_massescapes	Les prisonniers sont bien plus enclins à s'enfuir de votre prison en creusant un tunnel si vous supprimez les limites qui régissent normalement les tunnels.
mutator_tooltip_notunnels	Les prisonniers ne peuvent plus creuser de tunnels pour s'échapper.
mutator_tooltip_morecontraband	Plus de contrebande est introduite dans la prison et les prisonniers seront beaucoup plus enclins à voler la contrebande lorsqu'ils en ont la possibilité.
mutator_tooltip_nocontrabandlimits	Supprime les limites qui régissent normalement les types de contrebande importée dans la prison. Des armes ? Des serpillères ? Des presse-papiers ?! Tout est possible.
mutator_tooltip_highdanger	Le niveau de danger de votre prison est toujours au maximum, et vous avez bien plus de chances de recevoir des prisonniers violents, beaucoup plus enclins à se battre.
mutator_tooltip_superdrugs	Les prisonniers qui se droguent ou boivent gagneront un trait de réputation aléatoire, ce qui les rendra de plus en plus difficiles à gérer.
mutator_tooltip_weirdreputations	Débloque une gamme de nouvelles réputations pour vos prisonniers, ce qui modifiera leurs comportements et la manière dont ils interagissent avec la prison.
mutator_tooltip_nopausing	Supprime la possibilité de mettre l'horloge du jeu en pause pendant le jeu.
mutator_tooltip_norelease	Les prisonniers ne sont jamais libérés, leurs peines sont éternelles et il n'y a pas de libération anticipée.
mutator_tooltip_fastrelease	Toutes les peines sont beaucoup plus courtes, ce qui signifie que les prisonniers quitteront votre prison bien plus rapidement.
mutator_tooltip_acidrain	La pluie et la neige blessent les prisonniers à l'extérieur de la prison. (Aucun effet si la météo est désactivée.)
mutator_tooltip_permanentday	Il ne fait jamais sombre dans votre prison, le soleil est toujours au zénith !
mutator_tooltip_permanentnight	Le soleil ne se montre jamais. Il fera toujours sombre dans votre prison.
mutator_tooltip_spreadingtrees	Les bois peuvent s'étendre et les arbres poussent beaucoup plus rapidement que d'habitude.
mutator_tooltip_contrabanddetectors	Les détecteurs de métal détecteront toute forme de contrebande, mais ils utiliseront également cinq fois plus d'électricité.
mutator_tooltip_superguards	Vos gardes sont les meilleurs et ne font pas d'erreur. Ils sont plus grands, plus forts, plus rapides et plus perspicaces.
mutator_tooltip_oldschoolintake	Autrefois, un bus de prisonniers arrivait devant votre prison chaque jour, que vous le vouliez ou non. Bienvenue au bon vieux temps ! Vous recevrez un bus de prisonniers tous les jours, que vous ayez la place de les accueillir ou non.
mutator_tooltip_noclipstaff	Votre personnel peut traverser les murs.

mutator_title_extrachallenge	Défi supplémentaire
mutator_title_extrachallenge_tooltip	Ces mutations vous rendront de bien des façon la vie plus difficile, voire trop difficile !
mutator_title_lightentheload	Alléger la charge
mutator_title_lightentheload_tooltip	Ces mutations facilitent la gestion de votre prison ou en réduisent la difficulté.
mutator_title_changetherules	Changement de règles
mutator_title_changetherules_tooltip	Ces mutations modifient certaines des règles de base du jeu.
mutator_title_somethingdifferent	Ce sera... différent
mutator_title_somethingdifferent_tooltip	Les bizarreries. Tout ça n'a peut-être aucun sens, mais ça rendra les choses plus intéressantes.

# =============================================================================
# Attract screen
# =============================================================================

attract_pressanykey	Appuyez sur n'importe quelle touche...

# =============================================================================
# Help warnings
# =============================================================================

help_warning_gangleader	Le chef d'un des gangs de votre prison subit actuellement une punition. Vous pouvez choisir quoi faire, mais tous les membres de ce gang vont vous causer des problèmes jusqu'à ce que la punition prenne fin.
help_warning_deathrow	Notre premier condamné à mort vient d'arriver. Nous devons mettre en place un programme d'appel et une salle de libération conditionnelle pour que ses audiences en appel puissent avoir lieu.
